Seed	Name	Team	Grade	Record	Scoring
10.	Amine, Cameron	Michigan		14-7	Yes
26.	Baker, Domonic	Campbell		19-7	Yes
13.	Bianchi, Joseph	Little Rock		22-3	Yes
18.	Brady, Connor	Virginia Tech		13-8	Yes
27.	Brenner, Blaine	Minnesota		19-12	Yes
24.	Buell, Stoney	Purdue		17-11	Yes
6.	Caliendo, Mike	Iowa		22-4	Yes
4.	Carr, David	Iowa State		22-2	Yes
15.	Cassella, Brevin	Binghamton		28-7	Yes
11.	Cerniglia, Andrew	Navy		22-5	Yes
23.	Fields, Derek	NC State		15-4	Yes
19.	Filipowicz, Gunner	Army West Point		25-10	Yes
21.	Fish, Caleb	Michigan State		25-9	Yes
20.	Garvin, Hunter	Stanford		20-9	Yes
9.	Hall, Peyton	West Virginia		26-7	Yes
30.	Hamilton, Nick	Virginia		11-7	Yes
5.	Hamiti, Dean	Wisconsin		26-2	Yes
25.	Heller, Holden	Pittsburgh		13-7	Yes
17.	Lillard, Tyler	Indiana		21-7	Yes
32.	Logan, Jake	Lehigh		12-11	Yes
29.	Maag, Evan	George Mason		27-9	Yes
31.	Mayfield, Maxx	Northwestern		15-15	Yes
2.	Mesenbrink, Mitchell	Penn State		22-0	Yes
16.	Miller, Will	Appalachian State		22-6	Yes
28.	Moore, Chris	Illinois		11-14	Yes
22.	Mulvaney, Noah	Bucknell		27-7	Yes
7.	Olejnik, Izzak	Oklahoma State		24-5	Yes
1.	O`Toole, Keegan	Missouri		19-0	Yes
14.	Petrucelli, Giano	Air Force		22-7	Yes
3.	Ramirez, Julian	Cornell		22-2	Yes
8.	Taylor, Antrell	Nebraska		20-7	Yes
12.	Thompson, Garrett	Ohio		26-6	Yes
33.	Thomsen, Jack	Northern Iowa		15-9	Yes
