Seed	Name	Team	Grade	Record	Scoring
2.	Bartlett, Beau	Penn State		19-1	Yes
25.	Belton, Cleveland	Oregon State		18-7	Yes
33.	Brya, Jacob	Northern Illinois		13-4	Yes
29.	Carlson, Clay	South Dakota State		17-7	Yes
32.	Carter, Todd	Gardner-Webb		26-11	Yes
16.	Chappell, Dylan	Bucknell		20-9	Yes
28.	Clark, Greyson	Purdue		16-8	Yes
22.	Composto, Cj	Pennsylvania		21-8	Yes
20.	Crook, Tom	Virginia Tech		19-8	Yes
5.	Echemendia, Anthony	Iowa State		20-4	Yes
21.	Edmond, Josh	Missouri		15-8	Yes
23.	Fongaro, Danny	Indiana		21-7	Yes
27.	Hamdan, Jordan	Michigan State		21-11	Yes
7.	Happel, Cael	Northern Iowa		20-7	Yes
9.	Hardy, Brock	Nebraska		19-8	Yes
12.	Henson, Wyatt	Lock Haven		35-2	Yes
19.	Hines, Malyke	Lehigh		18-7	Yes
4.	Jack, Ryan	NC State		18-3	Yes
10.	Jamison, Tagen	Oklahoma State		21-8	Yes
11.	Koderhandt, Josh	Navy		22-6	Yes
8.	Lemley, Sergio	Michigan		18-7	Yes
18.	Matthews, Cole	Pittsburgh		16-10	Yes
6.	McNeil, Lachlan	North Carolina		21-6	Yes
1.	Mendez, Jesse	Ohio State		25-2	Yes
31.	Miller, Kal	Maryland		12-10	Yes
15.	Moore, Mitch	Rutgers		15-6	Yes
30.	Owen, Kai	Columbia		16-11	Yes
17.	Powe, Isaiah	Chattanooga		24-2	Yes
24.	Pucino, Danny	Illinois		15-10	Yes
13.	Titus, Jordan	West Virginia		24-4	Yes
14.	Vasquez, Jesse	Arizona State		9-2	Yes
26.	Vombaur, Vance	Minnesota		16-8	Yes
3.	Woods, Real	Iowa		18-3	Yes
