Seed	Name	Team	Grade	Record	Scoring
30.	Akins, Kyle	Buffalo	10	19-5	Yes
26.	Bunduka, Ibrahim	George Mason	11	21-5	Yes
4.	Cruz, Darian	Lehigh	11	26-2	Yes
2.	Dance, Joey	Virginia Tech	12	25-1	Yes
12.	Fausz, Sean	NC State	10	25-6	Yes
32.	Fleetwood, Brent	Central Michigan	11	22-10	Yes
1.	Gilman, Thomas	Iowa	12	27-0	Yes
21.	Gonser, Noah	Eastern Michigan	9	16-10	Yes
17.	Gromacki, Jake	Clarion	10	19-7	Yes
28.	Hudkins, Brock	Northern Illinois	9	18-10	Yes
24.	Jimenez, Johnny	Wisconsin	11	15-10	Yes
16.	Kraisser, Nathan	Campbell	12	25-7	Yes
5.	Lambert, Tim	Nebraska	12	28-6	Yes
13.	Laney, Shakur	Ohio	10	26-6	Yes
6.	Lizak, Ethan	Minnesota	10	26-6	Yes
27.	Moody, Christian	Oklahoma	9	17-12	Yes
10.	Mueller, Jack	Virginia	9	24-4	Yes
20.	Nickell, Sean	CSU Bakersfield	10	23-10	Yes
25.	Oliver, Elijah	Indiana	10	14-8	Yes
19.	Pasone, Vito	Appalachian State	12	16-7	Yes
29.	Peters, Dylan	Northern Iowa	12	8-6	Yes
8.	Piccininni, Nicholas	Oklahoma State	10	22-6	Yes
23.	Piotrowski, Travis	Illinois	9	18-13	Yes
14.	Rodriguez, Freddie	SIUE	12	21-6	Yes
22.	Rodriguez, Jose	Ohio State	9	15-10	Yes
9.	Rodriguez, Joshua	North Dakota State University	12	23-2	Yes
7.	Russell, Sean	Edinboro	11	32-6	Yes
3.	Suriano, Nick	Penn State	9	16-3	Yes
15.	Templeman, Drew	Wyoming	12	19-7	Yes
11.	Terao, Josh	American	10	28-5	Yes
31.	Townsell, Gabe	Stanford	9	16-9	Yes
18.	Youtsey, Conor	Michigan	12	6-6	Yes
