Seed	Name	Team	Grade	Record	Scoring
14.	Ashworth, Branson	Wyoming	10	35-7	Yes
26.	Burcher, Cody	Ohio State	11	16-16	Yes
10.	Campbell, Te`Shan	Pittsburgh	10	20-2	Yes
8.	Cottrell, Dylan	West Virginia	12	18-4	Yes
29.	De La Riva, Lorenzo	CSU Bakersfield	9	19-11	Yes
24.	Fogarty, Andrew	North Dakota State University	10	22-11	Yes
20.	Gunther, Joseph	Iowa	9	18-8	Yes
19.	Hamann, Brian	NC State	12	20-11	Yes
15.	Hughes, Drew	Michigan State	9	26-8	Yes
4.	Jordan, Isaac	Wisconsin	12	24-4	Yes
3.	Joseph, Vincenzo	Penn State	10	17-4	Yes
6.	Lewis, Daniel	Missouri	10	24-3	Yes
1.	Martinez, Isaiah	Illinois	12	27-0	Yes
25.	Martino, Brooks	Pennsylvania	12	15-6	Yes
2.	Massa, Logan	Michigan	9	27-2	Yes
12.	Matthews, Austin	Edinboro	12	18-7	Yes
32.	McMurtry, Shaun`Qae	Northern Illinois	12	10-10	Yes
23.	Mejias, Yoanse	Oklahoma	11	10-7	Yes
22.	Mendel, Andrew	Army	11	23-12	Yes
17.	Perez, Quentin	Campbell	10	22-10	Yes
9.	Rogers, Chandler	Oklahoma State	10	20-6	Yes
28.	Sebastian, Johnny	Northwestern	10	22-8	Yes
11.	Steiert, Bryce	Northern Iowa	10	19-4	Yes
30.	Subjeck, Keaton	Stanford	11	22-7	Yes
18.	Torres, Keilan	Northern Colorado	11	28-14	Yes
7.	Valencia, Anthony	Arizona State	10	32-5	Yes
5.	Walsh, Chad	Rider	11	29-2	Yes
21.	Walter, Cole	Lehigh	10	19-9	Yes
16.	Wanzek, Nicholas	Minnesota	11	26-12	Yes
27.	White, Tyrel	Columbia	11	22-13	Yes
13.	Womack, Brandon	Cornell	10	30-8	Yes
31.	Wright, Seldon	Old Dominion	10	20-10	Yes
