Seed	Name	Team	Grade	Record	Scoring
13.	Bailey, Mason	Navy		29-13	Yes
21.	Beard, Boaz	Iowa St.		14-7	Yes
2.	Bennett, Ben	Central Michigan		27-0	Yes
22.	Bernstein, Ophir	Brown		24-9	Yes
17.	Bethea, Canaan	Pennsylvania		25-9	Yes
4.	Bosak, Steve	Cornell		20-2	Yes
9.	Chionuma, Christopher	Oklahoma St.		27-8	Yes
23.	Cook, James	Campbell		8-6	Yes
31.	Dallago, Tony	Illinois		19-13	Yes
33.	Doty, Stephen	Virginia		17-10	Yes
32.	Garcia, Fred	Lock Haven		26-10	Yes
3.	Hamlin, Robert	Lehigh		22-3	Yes
8.	Ihnen, Josh	Nebraska		24-6	Yes
11.	Larson, Mike	Missouri		27-10	Yes
6.	Loder, Ryan	Northern Iowa		30-4	Yes
12.	Lofthouse, Ethen	Iowa		18-7	Yes
14.	Magrum, Cody	Ohio St.		16-7	Yes
30.	Newburg, Casey	Kent St.		33-8	Yes
16.	Radford, Kevin	Arizona St.		21-13	Yes
27.	Reed, Cody	Binghamton		18-13	Yes
19.	Rinaldi, Daniel	Rutgers		27-6	Yes
20.	Rizqallah, John	Michigan St.		23-9	Yes
1.	Ruth, Edward	Penn State		28-0	Yes
7.	Sheptock, Jimmy	Maryland		35-3	Yes
18.	Sheridan, Lucas	Indiana		22-14	Yes
5.	Steinhaus, Kevin	Minnesota		26-2	Yes
25.	Stoll, MacKain	North Dakota St.		18-9	Yes
10.	Swartz, Jacob	Boise State		27-3	Yes
24.	Thomusseit, Max	Pittsburgh		14-4	Yes
15.	Utley, Alex	North Carolina		25-12	Yes
28.	Vetterlein, Nick	Virginia Tech		17-12	Yes
29.	Vinson, Ty	Oregon St.		16-9	Yes
26.	Woods, Shane	Wyoming		24-13	Yes
