Seed	Name	Team	Grade	Record	Scoring
33.	Alexander, Geoffrey	Maryland		22-9	Yes
8.	Brewer, Cody	Oklahoma		21-5	Yes
29.	Bruno, Rosario	Michigan		14-16	Yes
25.	Bystol, Matt	Columbia		9-10	Yes
12.	Conaway, Jordan	Penn State		16-8	Yes
19.	Cruz, Randy	Lehigh		31-10	Yes
5.	Dardanes, Christopher	Minnesota		17-6	Yes
21.	Dellafave, Vincent	Rutgers		26-8	Yes
11.	DiCamillo, George	Virginia		30-8	Yes
24.	Elias, Anthony	Davidson		11-8	Yes
17.	Franco, Jamie	Hofstra		18-13	Yes
32.	Gambucci, Brandon	Duke		19-6	Yes
3.	Graff, Tyler	Wisconsin		28-4	Yes
22.	Harlowe, Dane	Boston U.		9-5	Yes
28.	Hyder, Dylan	Air Force		21-12	Yes
30.	Lotito, Devon	Cal Poly		24-5	Yes
16.	Mack, Shelton	Pittsburgh		17-9	Yes
6.	McCormick, Nathan	Missouri		30-4	Yes
26.	McGuire, Mackenzie	Kent St.		20-15	Yes
23.	Morris, Jimmy	Rider		24-12	Yes
7.	Morrison, Jonathon	Oklahoma St.		23-6	Yes
14.	Owen, Brian	Boise State		14-7	Yes
2.	Ramos, Tony	Iowa		27-1	Yes
4.	Schopp, A.J.	Edinboro		29-3	Yes
10.	Sentes, Scotti	Central Michigan		19-6	Yes
13.	Speno, Sam	North Carolina St.		16-12	Yes
27.	Spjut, Erik	Virginia Tech		17-11	Yes
20.	Steeley, Derek	Binghamton		15-12	Yes
1.	Stieber, Logan	Ohio St.		21-0	Yes
15.	Thomas, Daryl	Illinois		23-10	Yes
18.	Ward, Joseph	North Carolina		19-10	Yes
31.	Wilcox, Nick	Bloomsburg		25-7	Yes
9.	Wolfensperger, Levi	Northern Iowa		23-8	Yes
