Seed	Name	Team	Grade	Record	Scoring
27.	Alvan, Cesar	Columbia		19-7	Yes
7.	Andonian, Bryce	Virginia Tech		8-2	Yes
16.	Artalona, Anthony	Pennsylvania		26-6	Yes
24.	Askey, Tommy	Appalachian State		29-11	Yes
6.	Cardenas, Daniel	Stanford		17-1	Yes
13.	Chumbley, Trevor	Northwestern		24-7	Yes
21.	Clark, Andrew	Rutgers		19-15	Yes
12.	Coleman, Kendall	Purdue		27-6	Yes
31.	Eyler, Ashton	Lock Haven		29-12	Yes
4.	Franek, Jared	North Dakota State		22-1	Yes
28.	Gallagher, Paddy	Ohio State		11-9	Yes
10.	Gfeller, Kaden	Oklahoma State		21-6	Yes
18.	Gilcher, Derek	Indiana		24-13	Yes
2.	Haines, Levi	Penn State		20-1	Yes
30.	Hill, Jared	Oklahoma		16-10	Yes
22.	Holschlag, Derek	Northern Iowa		15-7	Yes
5.	Humphreys, Josh	Lehigh		16-0	Yes
17.	Jacques, Jarrett	Missouri		17-5	Yes
26.	Kellar, Peyten	Ohio		23-7	Yes
25.	Kraisser, Jason	Iowa State		17-13	Yes
9.	Lewan, Will	Michigan		21-6	Yes
33.	Lukez, Nathan	Army West Point		19-12	Yes
19.	Model, Garrett	Wisconsin		16-9	Yes
29.	Munson, Corbyn	Central Michigan		26-12	Yes
1.	O`Connor, Austin	North Carolina		18-0	Yes
23.	Pappas, Peter	George Mason		23-3	Yes
3.	Robb, Peyton	Nebraska		25-1	Yes
11.	Saldate, Chase	Michigan State		25-6	Yes
8.	Scott, Ed	NC State		18-7	Yes
14.	Siebrecht, Cobe	Iowa		13-6	Yes
20.	Swensen, Cael	South Dakota State		21-8	Yes
15.	Wright, Jacob	Wyoming		18-5	Yes
32.	Zerban, Vinny	Northern Colorado		18-11	Yes
