Seed	Name	Team	Grade	Record	Scoring
3.	Arujau, Vito	Cornell		20-1	Yes
15.	Biscoglia, Kyle	Northern Iowa		19-9	Yes
1.	Bravo-Young, Roman	Penn State		16-0	Yes
26.	Brown, Connor	Missouri		11-9	Yes
10.	Byrd, Lucas	Illinois		28-4	Yes
12.	Cannon, Chris	Northwestern		19-8	Yes
7.	Colaiocco, Michael	Pennsylvania		23-5	Yes
20.	Ferretti, Brendan	Navy		23-9	Yes
2.	Fix, Daton	Oklahoma State		26-0	Yes
16.	Heilmann, Joe	Rutgers		24-9	Yes
24.	Henson, Wyatt	Oklahoma		18-12	Yes
27.	Lamont, Taylor	Wisconsin		11-14	Yes
6.	Latona, Sam	Virginia Tech		23-6	Yes
31.	Maida, Jack	American		21-13	Yes
4.	McGee, Michael	Arizona State		20-2	Yes
13.	Mendez, Jesse	Ohio State		14-6	Yes
32.	Midkiff, McGwire	North Dakota State		15-11	Yes
8.	Nagao, Aaron	Minnesota		18-4	Yes
33.	Oakley, Ethan	Appalachian State		20-11	Yes
5.	Orine, Kai	NC State		15-5	Yes
17.	Palmer, Brayden	Chattanooga		20-6	Yes
9.	Phillippi, Micky	Pittsburgh		13-3	Yes
22.	Phippen, Cody	Air Force		19-6	Yes
25.	Phipps, Kurtis	Bucknell		31-11	Yes
11.	Ragusin, Dylan	Michigan		17-8	Yes
14.	Redding, Zach	Iowa State		15-10	Yes
21.	Rich, Chance	CSU Bakersfield		14-8	Yes
29.	Rini, Angelo	Columbia		12-15	Yes
30.	Rotondo, Ethan	Cal Poly		12-12	Yes
18.	Shaner, Jason	Oregon State		20-10	Yes
28.	Strickland, Gable	Lock Haven		31-9	Yes
23.	Teske, Brody	Iowa		9-4	Yes
19.	Zaccone, Domenic	Campbell		12-12	Yes
