Seed	Name	Team	Grade	Record	Scoring
21.	Bernstein, Jadaen	Navy		25-13	Yes
2.	Brown, Matthew	Penn St.		24-3	Yes
11.	Brunson, Zach	Illinois		26-8	Yes
5.	Butler, Blaise	Virginia		18-4	Yes
16.	Cousins, Frank	Wisconsin		19-14	Yes
12.	Crutchmer, Kyle	Oklahoma St.		19-6	Yes
4.	Eblen, John	Missouri		26-5	No
28.	Ellingwood, Jordan	Central Mich.		18-11	Yes
7.	Epperly, Zach	Virginia Tech		25-6	Yes
3.	Evans, Michael	Iowa		27-2	Yes
27.	Harvey, Brian	Army		24-9	Yes
30.	Jackson, Nathan	Indiana		27-11	Yes
23.	Julson, Kurtis	North Dakota St.		19-9	Yes
20.	Kastl, Dominic	Cal Poly		16-6	Yes
1.	Kokesh, Robert	Nebraska		34-0	Yes
29.	Latham, Joe	Oregon St.		22-16	Yes
26.	Mappes, Sean	Chattanooga		18-11	Yes
10.	Martin, Mark	Ohio St.		18-10	Yes
15.	Martinez, Santiago	Lehigh		21-12	Yes
32.	Massa, Taylor	Michigan		15-8	Yes
14.	McCulley, Andy	Wyoming		29-8	Yes
24.	Pickett, George	Cornell		28-9	Yes
25.	Reed, Matt	Oklahoma		26-11	Yes
31.	Renda, Pete	North Carolina St.		18-14	Yes
19.	Staudenmayer, John	North Carolina		23-13	Yes
6.	Storley, Logan	Minnesota		26-6	Yes
9.	Walters, Cody	Ohio		30-1	Yes
18.	Waters, Raymond	Arizona St.		19-8	Yes
13.	Weatherman, Tanner	Iowa St.		23-8	Yes
17.	Welch, Chad	Purdue		20-16	Yes
8.	Wilps, Tyler	Pittsburgh		15-3	Yes
22.	Wolfe, Ryan	Rider		21-10	Yes
