Seed	Name	Team	Grade	Record	Scoring
8.	Abounader, Domenic	Michigan		21-6	Yes
13.	Avery, Victor	Edinboro		28-6	Yes
17.	Bernstein, Ophir	Brown		29-14	Yes
12.	Boyd, Nolan	Oklahoma St.		26-7	Yes
9.	Brooks, Sam	Iowa		27-5	Yes
7.	Brown, Nathaniel	Lehigh		25-5	Yes
27.	Courts, Kenny	Ohio St.		22-9	Yes
1.	Dean, Gabriel	Cornell		39-2	Yes
4.	Dechow, Jack	Old Dominion		29-1	Yes
16.	Dudley, Timothy	Nebraska		27-9	Yes
19.	Fiegener, Nick	Cal Poly		24-15	Yes
25.	Garcia, Fred	Lock Haven		33-7	Yes
18.	Harner, Brett	Princeton		28-7	Yes
29.	Kasper, Jacob	Duke		24-10	Yes
32.	Kissel, Patrick	Purdue		17-13	Yes
14.	McCutcheon, Matthew	Penn St.		24-12	Yes
5.	Meeks, Taylor	Oregon St.		37-4	Yes
23.	Miklus, Willie	Missouri		29-7	Yes
22.	Patrick, Scott	Davidson		13-3	Yes
11.	Pfarr, Brett	Minnesota		22-10	Yes
20.	Reyes, Lazarus	Illinois		24-10	Yes
30.	Rizqallah, John	Michigan St.		16-12	Yes
15.	Robertson, Richard	Wisconsin		26-8	Yes
26.	Romanchik, Andrew	Ohio		27-12	Yes
31.	Scheffel, Jakob	West Virginia		21-17	Yes
28.	Sleigh, Thomas	Bucknell		30-16	Yes
3.	Stauffer, Blake	Arizona St.		31-1	Yes
24.	Stroh, Ben	Wyoming		22-9	Yes
10.	Thomas, Lorenzo	Penn		26-5	Yes
2.	Thomusseit, Max	Pittsburgh		24-1	Yes
21.	Weatherspoon, Lelund	Iowa St.		17-5	Yes
6.	Zillmer, Hayden	North Dakota St.		33-3	Yes
