Seed	Name	Team	Grade	Record	Scoring
32.	Barber, Christian	North Carolina		12-9	Yes
12.	Beitz, Zack	Penn St.		18-9	Yes
28.	Cain, Marcus	Duke		21-7	Yes
26.	Cimato, Matthew	Drexel		26-17	Yes
15.	Clagon, Bryant	Rider		24-9	Yes
11.	Claxton, Tywan	Ohio		27-5	Yes
13.	Cobb, Charles	Penn		20-5	Yes
20.	Depalma, Michael	Kent St.		21-17	Yes
22.	Frisch, Matthew	Citadel		25-13	Yes
21.	Greevy, Shawn	Chattanooga		20-11	Yes
3.	Habat, David	Edinboro		32-2	Yes
24.	Heffernan, Colin	Central Mich.		22-12	Yes
1.	Houdashelt, Drake	Missouri		32-1	Yes
30.	Kindig, Joshua	Oklahoma St.		14-4	Yes
29.	Langenderfer, Kyle	Illinois		21-13	Yes
7.	Mastriani, Sal	Virginia Tech		23-10	Yes
9.	Moreno, Gabe	Iowa St.		26-6	Yes
18.	Mosley, Ryan	Gardner-Webb		26-9	Yes
31.	Neff, Daniel	Lock Haven		21-12	Yes
17.	Nelson, Brandon	Purdue		22-12	Yes
10.	Pagdilao, Christian	Arizona St.		21-3	Yes
6.	Pantaleo, Alec	Michigan		20-7	Yes
25.	Perez, Chris	Princeton		16-9	Yes
16.	Racciato, Mike	Pittsburgh		21-8	Yes
8.	Richardson, Alexander	Old Dominion		25-7	Yes
14.	Ruggirello, Cody	Hofstra		24-6	Yes
27.	Schaner, Garrett	Stanford		21-15	Yes
4.	Sorensen, Brandon	Iowa		34-4	Yes
19.	Stieber, Hunter	Ohio St.		3-4	Yes
23.	Theobold, Kenneth	Rutgers		23-7	Yes
2.	Tsirtsis, Jason	Northwestern		33-1	Yes
5.	Villalonga, Christopher	Cornell		27-3	Yes
