Seed	Name	Team	Grade	Record	Scoring
32.	Cabell, Blaize	UNI	17	22-12	Yes
3.	Chalfant, Adam	Indiana	18	25-3	Yes
4.	Coon, Adam	Michigan	9	30-3	Yes
19.	Devine, David	SIU Edwardsville	19	26-11	Yes
16.	Dhesi, Amarveer	Oregon St.	9	26-7	Yes
15.	Fager, Adam	Utah Valley	18	18-7	Yes
8.	Felix, J.T	Boise State	12	23-3	Yes
14.	Gingrich, Jonathan	Penn St.	18	22-8	Yes
30.	Grant, Justin	Bloomsburg	12	30-6	Yes
2.	Gwiazdowski, Nick	North Carolina St.	17	38-2	Yes
23.	Herrin, Blake	American	19	19-13	Yes
13.	James, Ernest	Edinboro	19	27-5	Yes
22.	Jensen, Collin	Nebraska	9	20-13	Yes
10.	Johnson, Jeremy	Ohio	19	36-3	Yes
27.	Knutson, Evan	North Dakota St.	10	17-10	Yes
29.	Larson, Ross	Oklahoma	17	21-10	Yes
11.	Marsden, Austin	Oklahoma St.	17	20-6	Yes
7.	McClure, Mike	Michigan St.	19	27-7	Yes
6.	McMullan, Michael	Northwestern	11	13-4	Yes
9.	Medbery, Connor	Wisconsin	17	24-7	Yes
24.	Mellon, Devin	Missouri	16	24-10	Yes
12.	Myers, Spencer	Maryland	18	23-4	Yes
1.	Nelson, Anthony	Minnesota	19	26-4	Yes
20.	Palma, Eloheim	Campbell		24-12	Yes
21.	Peck, Dawson	Chattanooga	9	20-5	Yes
18.	Smith, William	Rutgers	17	25-6	Yes
17.	Stolfi, Joe	Bucknell	10	33-6	Yes
26.	Tasser, Patrick	Pittsburgh	19	17-9	Yes
25.	Tavanello, Nick	Ohio St.	16	21-17	Yes
5.	Telford, Bobby	Iowa	18	22-5	Yes
28.	Vizcarrondo, Anthony	West Virginia	10	19-18	Yes
31.	Wessell, Maximilian	Lehigh	17	10-4	Yes
