pair_id,status,approved,reason,gender,season,gap_days,name_similar,shared_bouts,shared_specific,conflicts,overlap_pct,event_a,date_a,n_bouts_a,event_b,date_b,n_bouts_b
227,rejected,no,shared bouts have different real results (times/scores differ),boys,2019,3,no,0,0,4,0.0,King of the Bluegrass,2018-12-08,404,vs. Fairdale,2018-12-05,15
228,rejected,no,shared bouts have different real results (times/scores differ),boys,2019,5,yes,0,0,3,0.0,vs. Spencer County,2018-12-15,29,vs. Spencer County,2018-12-20,18
229,rejected,no,shared bouts have different real results (times/scores differ),boys,2019,3,no,0,0,3,0.0,2019 CIWT,2019-01-05,168,vs. Conner,2019-01-02,12
230,rejected,no,shared bouts have different real results (times/scores differ),boys,2019,11,yes,0,0,2,0.0,vs. Hopkinsville,2019-01-12,15,vs. Hopkinsville,2019-01-23,17
231,rejected,no,shared bouts have different real results (times/scores differ),boys,2019,12,yes,0,0,2,0.0,vs. Owensboro,2019-01-12,45,vs. Owensboro,2019-01-24,16
232,rejected,no,shared bouts have different real results (times/scores differ),boys,2019,2,yes,0,0,4,0.0,vs. North Hardin,2019-01-17,11,vs. North Hardin,2019-01-19,11
236,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2020,1,yes,3,0,0,27.3,Fern Creek Gladiator,2019-12-28,231,vs. Fern Creek,2019-12-27,11
237,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2020,3,no,2,0,0,20.0,Jessamine County Clash,2019-12-07,116,vs. Frederick Douglas,2019-12-04,10
238,rejected,no,different events 2 days apart with no identical-proof bouts,boys,2020,2,no,2,0,0,6.9,Christian County Invitational,2019-12-28,151,Kentucky JV State Qualifier @ Fort Campbell,2019-12-30,29
239,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2020,1,no,2,0,0,9.5,Fern Creek Gladiator,2019-12-28,231,vs. Jeffersonville,2019-12-27,21
240,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2020,1,no,2,0,0,100.0,Bear Den Brawl,2020-01-18,30,vs. Letcher County Central,2020-01-17,2
241,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2020,2,no,2,0,0,9.5,Region 6 JV Championships,2020-01-21,87,vs. Holmes,2020-01-23,21
242,rejected,no,shared bouts have different real results (times/scores differ),boys,2020,1,no,1,0,4,2.6,Fern Creek Gladiator,2019-12-28,231,vs. Evansville F.J. Reitz,2019-12-27,39
243,rejected,no,shared bouts have different real results (times/scores differ),boys,2020,1,no,1,1,1,4.8,Fern Creek Gladiator,2019-12-28,231,vs. South Oldham,2019-12-27,21
244,rejected,no,shared bouts have different real results (times/scores differ),boys,2020,6,yes,1,0,2,9.1,vs. Perry County Central,2020-01-04,11,vs. Perry County Central,2020-01-10,19
245,rejected,no,shared bouts have different real results (times/scores differ),boys,2020,7,yes,1,0,2,9.1,vs. Knox Central High School,2020-01-04,11,vs. Knox Central High School,2020-01-11,11
246,rejected,no,shared bouts have different real results (times/scores differ),boys,2020,14,yes,1,0,6,7.7,vs. Male,2020-01-15,13,vs. Male,2020-01-29,13
247,rejected,no,shared bouts have different real results (times/scores differ),boys,2020,3,yes,0,0,3,0.0,vs. Grant County,2019-12-04,9,vs. Grant County,2019-12-07,20
248,rejected,no,shared bouts have different real results (times/scores differ),boys,2020,3,yes,0,0,2,0.0,vs. Cooper,2019-12-04,6,vs. Cooper,2019-12-07,24
249,rejected,no,shared bouts have different real results (times/scores differ),boys,2020,3,no,0,0,4,0.0,King of the Bluegrass,2019-12-07,309,vs. Fairdale,2019-12-04,22
250,rejected,no,shared bouts have different real results (times/scores differ),boys,2020,3,no,0,0,2,0.0,2019 NKAC,2019-12-21,183,vs. Scott,2019-12-18,17
251,rejected,no,shared bouts have different real results (times/scores differ),boys,2020,14,yes,0,0,3,0.0,vs. Wayne County,2019-12-27,92,vs. Wayne County,2020-01-10,59
252,rejected,no,shared bouts have different real results (times/scores differ),boys,2020,14,yes,0,0,3,0.0,vs. Oldham County,2019-12-28,48,vs. Oldham County,2020-01-11,32
253,rejected,no,shared bouts have different real results (times/scores differ),boys,2020,11,yes,0,0,3,0.0,vs. Wayne County,2019-12-30,32,vs. Wayne County,2020-01-10,59
254,rejected,no,shared bouts have different real results (times/scores differ),boys,2020,9,yes,0,0,5,0.0,vs. Boyd County,2020-01-02,11,vs. Boyd County,2020-01-11,25
255,rejected,no,shared bouts have different real results (times/scores differ),boys,2020,13,yes,0,0,6,0.0,vs. Ryle,2020-01-02,13,vs. Ryle,2020-01-15,33
256,rejected,no,shared bouts have different real results (times/scores differ),boys,2020,1,no,0,0,2,0.0,vs. East Central,2020-01-03,14,vs. Rushville Consolidated,2020-01-04,9
257,rejected,no,shared bouts have different real results (times/scores differ),boys,2020,1,no,0,0,2,0.0,vs. Jeffersonville,2020-01-03,13,vs. Rushville Consolidated,2020-01-04,9
258,rejected,no,shared bouts have different real results (times/scores differ),boys,2020,1,no,0,0,3,0.0,vs. Corydon Central,2020-01-04,12,vs. East Central,2020-01-03,14
259,rejected,no,shared bouts have different real results (times/scores differ),boys,2020,5,yes,0,0,3,0.0,vs. Henderson County,2020-01-04,32,vs. Henderson County,2020-01-09,9
260,rejected,no,shared bouts have different real results (times/scores differ),boys,2020,3,yes,0,0,7,0.0,vs. Walton Verona,2020-01-08,14,vs. Walton Verona,2020-01-11,40
261,rejected,no,shared bouts have different real results (times/scores differ),boys,2020,8,yes,0,0,2,0.0,vs. Perry County Central,2020-01-10,19,vs. Perry County Central,2020-01-18,12
262,rejected,no,shared bouts have different real results (times/scores differ),boys,2020,11,yes,0,0,3,0.0,vs. Hopkinsville,2020-01-11,13,vs. Hopkinsville,2020-01-22,20
263,rejected,no,shared bouts have different real results (times/scores differ),boys,2020,10,yes,0,0,4,0.0,vs. Nelson County,2020-01-15,14,vs. Nelson County,2020-01-25,15
264,rejected,no,as many conflicting results as matching ones,boys,2021,14,yes,2,1,3,9.1,vs. Wayne County,2021-01-09,23,vs. Wayne County,2021-01-23,22
265,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2021,2,no,2,0,1,6.9,2021 Region 6 JV Championships,2021-02-22,81,vs. Scott,2021-02-20,29
266,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2021,3,no,2,0,0,14.3,Lexington City Tournament Session 2,2021-02-27,32,vs. Frederick Douglass,2021-02-24,14
267,rejected,no,shared bouts have different real results (times/scores differ),boys,2021,14,yes,1,0,3,7.7,vs. Perry County Central,2021-01-09,13,vs. Perry County Central,2021-01-23,16
268,rejected,no,shared bouts have different real results (times/scores differ),boys,2021,7,yes,1,0,4,9.1,vs. Wayne County,2021-01-09,23,vs. Wayne County,2021-01-16,11
269,rejected,no,shared bouts have different real results (times/scores differ),boys,2021,14,yes,1,1,2,14.3,vs. Meade County,2021-01-16,7,vs. Meade County,2021-01-30,24
270,rejected,no,shared bouts have different real results (times/scores differ),boys,2021,4,yes,0,0,3,0.0,vs. Perry County Central,2021-01-04,7,vs. Perry County Central,2021-01-08,16
271,rejected,no,shared bouts have different real results (times/scores differ),boys,2021,3,yes,0,0,4,0.0,vs. Perry County Central,2021-01-09,13,vs. Perry County Central,2021-01-12,17
272,rejected,no,shared bouts have different real results (times/scores differ),boys,2021,4,yes,0,0,4,0.0,vs. Perry County Central,2021-01-12,17,vs. Perry County Central,2021-01-16,8
273,rejected,no,shared bouts have different real results (times/scores differ),boys,2021,11,yes,0,0,2,0.0,vs. Perry County Central,2021-01-12,17,vs. Perry County Central,2021-01-23,16
274,rejected,no,shared bouts have different real results (times/scores differ),boys,2021,7,yes,0,0,5,0.0,vs. Wayne County,2021-01-16,11,vs. Wayne County,2021-01-23,22
275,rejected,no,shared bouts have different real results (times/scores differ),boys,2021,2,no,0,0,2,0.0,Laker Invitational @ Calloway Co.,2021-01-16,117,vs. Ohio County,2021-01-14,10
276,rejected,no,shared bouts have different real results (times/scores differ),boys,2021,14,yes,0,0,3,0.0,vs. Taylor County,2021-01-16,25,vs. Taylor County,2021-01-30,40
277,rejected,no,shared bouts have different real results (times/scores differ),boys,2021,4,yes,0,0,2,0.0,vs. Warren Central HIgh School,2021-01-16,4,vs. Warren Central HIgh School,2021-01-20,8
278,rejected,no,shared bouts have different real results (times/scores differ),boys,2021,5,yes,0,0,3,0.0,vs. Letcher County Central,2021-01-28,8,vs. Perry County Central,2021-01-23,16
279,rejected,no,shared bouts have different real results (times/scores differ),boys,2021,5,yes,0,0,4,0.0,vs. Highlands High School,2021-01-29,12,vs. Highlands High School,2021-02-03,14
280,rejected,no,shared bouts have different real results (times/scores differ),boys,2021,14,yes,0,0,2,0.0,vs. Trinity (Whitesville),2021-01-30,2,vs. Trinity (Whitesville),2021-02-13,2
281,rejected,no,shared bouts have different real results (times/scores differ),boys,2021,2,no,0,0,2,0.0,McCracken HS Open - 2021,2021-02-06,77,vs. Trinity (Whitesville),2021-02-04,4
282,rejected,no,shared bouts have different real results (times/scores differ),boys,2021,14,yes,0,0,2,0.0,vs. St. Xavier,2021-02-06,33,vs. St. Xavier,2021-02-20,48
283,rejected,no,shared bouts have different real results (times/scores differ),boys,2021,12,yes,0,0,3,0.0,vs. Moore,2021-02-12,15,vs. Moore,2021-02-24,17
284,rejected,no,shared bouts have different real results (times/scores differ),boys,2021,12,yes,0,0,4,0.0,Highlands,2021-02-13,21,vs. Highlands High School,2021-02-25,15
285,rejected,no,shared bouts have different real results (times/scores differ),boys,2021,3,no,0,0,3,0.0,2021 Region 6 JV Championships,2021-02-22,81,vs. Highlands High School,2021-02-25,15
286,rejected,no,shared bouts have different real results (times/scores differ),boys,2021,6,yes,0,0,2,0.0,vs. Highlands High School,2021-02-25,15,vs. Highlands High School,2021-03-03,14
287,rejected,no,shared bouts have different real results (times/scores differ),boys,2021,3,no,0,0,2,0.0,Call Me the Monster Invitational,2021-02-27,123,vs. North Oldham,2021-02-24,13
289,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2022,2,no,4,0,0,44.4,JV Region 8,2022-01-19,18,vs. Boyd County,2022-01-21,9
291,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2022,3,no,3,0,0,25.0,Knox Central Individuals,2021-12-18,114,vs. Letcher County Central,2021-12-21,12
292,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2022,3,no,3,0,0,17.6,Knox Central Individuals,2021-12-18,114,vs. Perry County Central,2021-12-21,17
293,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2022,1,yes,3,0,1,7.7,vs. Woodford County,2021-12-28,39,Woodford County Invitational,2021-12-29,364
294,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2022,1,no,3,0,0,12.0,vs. North Hardin,2021-12-28,25,Woodford County Invitational,2021-12-29,364
295,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2022,1,no,3,0,0,12.0,vs. Madison Central,2021-12-28,25,Woodford County Invitational,2021-12-29,364
296,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2022,1,no,3,0,0,14.3,vs. Thomas Nelson,2021-12-28,21,Woodford County Invitational,2021-12-29,364
299,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2022,1,no,2,0,0,11.8,Fern Creek Gladiator Tournament,2021-12-22,324,vs. Pleasure Ridge Park,2021-12-21,17
300,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2022,1,no,2,0,0,6.5,Fern Creek Gladiator Tournament,2021-12-22,324,vs. Evansville F.J. Reitz,2021-12-21,31
301,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2022,1,no,2,0,0,7.7,Fern Creek Gladiator Tournament,2021-12-22,324,vs. Jeffersonville,2021-12-21,26
302,rejected,no,as many conflicting results as matching ones,boys,2022,1,no,2,2,4,33.3,vs. Central Hardin,2021-12-22,6,vs. Ohio County,2021-12-21,32
303,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2022,1,no,2,0,0,9.1,Christian County Invitational,2021-12-23,263,vs. McCracken County,2021-12-22,22
304,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2022,1,no,2,0,0,6.7,vs. Mccreary Central,2021-12-28,30,Woodford County Invitational,2021-12-29,364
305,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2022,1,no,2,0,1,4.8,vs. South Oldham,2021-12-28,42,Woodford County Invitational,2021-12-29,364
306,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2022,1,no,2,0,0,6.1,Fort Campbell JV/Girls Tournament,2021-12-28,120,vs. Henderson County,2021-12-29,33
308,rejected,no,as many conflicting results as matching ones,boys,2022,7,yes,2,2,6,0.5,KHSAA Semi-State 1,2022-02-19,395,KHSAA State Championship,2022-02-26,397
309,rejected,no,as many conflicting results as matching ones,boys,2022,7,yes,2,2,4,0.5,KHSAA Semi-State,2022-02-19,404,KHSAA State Championship,2022-02-26,397
310,rejected,no,shared bouts have different real results (times/scores differ),boys,2022,9,yes,1,0,2,16.7,vs. Perry County Central,2021-12-02,11,vs. Perry County Central,2021-12-11,6
311,rejected,no,shared bouts have different real results (times/scores differ),boys,2022,7,yes,1,0,2,14.3,vs. Harlan County,2021-12-21,7,vs. Harlan County,2021-12-28,12
312,rejected,no,shared bouts have different real results (times/scores differ),boys,2022,2,no,0,0,2,0.0,Bob Guy Invitational,2021-12-04,72,vs. CLERMONT NORTHEASTERN,2021-12-02,11
313,rejected,no,shared bouts have different real results (times/scores differ),boys,2022,12,yes,0,0,5,0.0,vs. Ohio County,2021-12-18,20,vs. Ohio County,2021-12-30,31
314,rejected,no,shared bouts have different real results (times/scores differ),boys,2022,1,no,0,0,3,0.0,Fern Creek Gladiator Tournament,2021-12-22,324,vs. Spencer County,2021-12-21,33
315,rejected,no,shared bouts have different real results (times/scores differ),boys,2022,3,yes,0,0,3,0.0,vs. St. Xavier,2022-01-12,9,vs. St. Xavier,2022-01-15,35
316,rejected,no,shared bouts have different real results (times/scores differ),boys,2022,7,yes,0,0,6,0.0,vs. Whitley County,2022-01-26,11,vs. Whitley County,2022-02-02,11
317,rejected,no,as many conflicting results as matching ones,boys,2023,1,no,9,8,10,39.1,vs. Meade County,2022-12-20,60,vs. Wayne County,2022-12-21,23
319,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2023,1,no,6,0,1,7.0,vs. Jeffersonville,2022-12-28,86,Woodford County Invitational,2022-12-29,320
320,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2023,3,no,4,0,0,21.1,Ashland KY Invitational,2022-12-10,116,vs. Greenup County,2022-12-13,19
322,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2023,3,no,3,0,0,17.6,Ashland KY Invitational,2022-12-10,116,vs. Boyd County,2022-12-13,17
323,rejected,no,as many conflicting results as matching ones,boys,2023,7,yes,3,0,3,23.1,vs. Whitley County,2023-01-03,13,vs. Whitley County,2023-01-10,29
324,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2023,3,no,2,0,0,4.9,JV City Matches,2022-12-07,41,vs. Tates Creek,2022-12-10,56
325,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2023,3,no,2,0,0,8.7,Lafayette 5-Star Classic,2022-12-17,275,vs. Trinity (Louisville),2022-12-20,23
326,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2023,3,no,2,0,0,15.4,Lafayette 5-Star Classic,2022-12-17,275,vs. Montgomery County,2022-12-14,13
327,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2023,1,yes,2,0,0,6.2,vs. Woodford County,2022-12-28,32,Woodford County Invitational,2022-12-29,320
328,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2023,1,no,2,0,0,10.5,vs. South Oldham,2022-12-28,19,Woodford County Invitational,2022-12-29,320
329,rejected,no,as many conflicting results as matching ones,boys,2023,7,yes,2,2,6,0.5,KHSAA Final Round State Championship,2023-02-25,400,KHSAA First Round State Tournament 1,2023-02-18,394
330,rejected,no,as many conflicting results as matching ones,boys,2023,7,yes,2,2,2,0.5,KHSAA Final Round State Championship,2023-02-25,400,KHSAA First Round State Tournament 2,2023-02-18,393
331,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,4,yes,1,0,1,10.0,vs. Central Hardin,2022-11-29,10,vs. Central Hardin,2022-12-03,25
332,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,4,yes,1,0,2,10.0,vs. Harlan County,2022-12-03,10,vs. Harlan County,2022-12-07,14
333,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,3,no,1,0,1,8.3,King of the Bluegrass,2022-12-10,215,vs. North Oldham,2022-12-07,12
334,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,3,no,1,1,2,3.8,Taylor Family Chiropractic Log Mountain Rumble,2022-12-10,151,vs. Whitley County,2022-12-07,26
335,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,13,yes,1,0,1,14.3,vs. Paul Laurence Dunbar,2022-12-28,10,vs. Paul Laurence Dunbar,2023-01-10,7
336,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,1,no,1,0,1,6.7,GRC Invitational,2022-12-29,317,vs. Great Crossing High School,2022-12-28,15
337,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,11,yes,1,0,1,7.7,vs. Whitley County,2023-01-03,13,vs. Whitley County,2023-01-14,52
338,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,6,yes,1,0,1,12.5,vs. Union Co.,2023-01-07,8,vs. Union Co.,2023-01-13,10
339,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,11,yes,1,0,2,12.5,vs. Union Co.,2023-01-07,8,vs. Union Co.,2023-01-18,14
340,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,4,yes,1,0,2,3.4,vs. Whitley County,2023-01-10,29,vs. Whitley County,2023-01-14,52
341,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,12,yes,1,0,1,4.5,vs. Owensboro Catholic High School,2023-01-12,22,vs. Owensboro Catholic High School,2023-01-24,25
342,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,4,yes,1,0,1,4.5,vs. Owensboro Catholic High School,2023-01-12,22,vs. Owensboro Catholic High School,2023-01-16,31
343,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,5,yes,1,0,3,10.0,vs. Union Co.,2023-01-13,10,vs. Union Co.,2023-01-18,14
344,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,7,yes,1,0,4,12.5,vs. Highlands High School,2023-01-30,30,vs. Highlands High School,2023-02-06,8
345,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,12,yes,0,0,4,0.0,vs. Ohio County,2022-12-03,71,vs. Ohio County,2022-12-15,19
346,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,3,yes,0,0,4,0.0,vs. Highlands High School,2022-12-03,18,vs. Highlands High School,2022-12-06,8
347,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,11,yes,0,0,2,0.0,vs. Harlan County,2022-12-03,10,vs. Harlan County,2022-12-14,16
348,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,7,yes,0,0,3,0.0,vs. Mccreary Central,2022-12-07,8,vs. Mccreary Central,2022-12-14,11
349,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,7,yes,0,0,2,0.0,vs. Harlan County,2022-12-07,14,vs. Harlan County,2022-12-14,16
350,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,4,yes,0,0,2,0.0,vs. Paul Laurence Dunbar,2022-12-10,21,vs. Paul Laurence Dunbar,2022-12-14,9
351,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,6,yes,0,0,3,0.0,vs. Lee,2022-12-14,9,vs. Lee,2022-12-20,6
352,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,3,no,0,0,2,0.0,2nd Annual Cardinal Clash,2022-12-17,276,vs. Mccreary Central,2022-12-14,11
353,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,4,yes,0,0,3,0.0,vs. Covington Catholic,2022-12-17,8,vs. Covington Catholic,2022-12-21,10
354,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,1,no,0,0,3,0.0,The Hawk Presented by: The U.S. Army,2022-12-17,57,vs. Hardin Valley Academy,2022-12-16,14
355,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,1,no,0,0,3,0.0,Fern Creek Gladiator,2022-12-21,359,vs. Western Hills,2022-12-20,28
356,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,1,no,0,0,3,0.0,Fern Creek Gladiator,2022-12-21,359,vs. Evansville F.j. Reitz,2022-12-20,12
357,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,10,yes,0,0,5,0.0,vs. Wayne County,2022-12-28,34,vs. Wayne County,2023-01-07,35
358,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,1,no,0,0,2,0.0,GRC Invitational,2022-12-29,317,vs. West Carter High School,2022-12-28,27
359,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,1,no,0,0,5,0.0,GRC Invitational,2022-12-29,317,vs. Tates Creek,2022-12-28,36
360,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,6,yes,0,0,2,0.0,vs. West Carter High School,2023-01-06,5,vs. West Carter High School,2023-01-12,25
361,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,3,no,0,0,3,0.0,Louisville City Wrestling Championships,2023-01-07,307,vs. Valley,2023-01-04,21
362,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,8,yes,0,0,5,0.0,vs. Corbin,2023-01-11,20,vs. Corbin,2023-01-19,12
363,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,3,no,0,0,2,0.0,vs. Meade County,2023-01-11,22,Warhawk Classic,2023-01-14,336
364,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,12,yes,0,0,2,0.0,vs. Owensboro,2023-01-12,8,vs. Owensboro,2023-01-24,12
365,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,2,yes,0,0,2,0.0,vs. Owensboro,2023-01-12,8,vs. Owensboro,2023-01-14,24
366,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,2,no,0,0,4,0.0,Steve Johnston Memorial Invitational,2023-01-14,244,vs. Fort Campbell,2023-01-16,23
367,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,3,yes,0,0,2,0.0,vs. Knox Central High School,2023-01-14,10,vs. Knox Central High School,2023-01-17,11
368,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,14,yes,0,0,3,0.0,vs. Western Hills,2023-01-14,40,vs. Western Hills,2023-01-28,44
369,rejected,no,shared bouts have different real results (times/scores differ),boys,2023,12,yes,0,0,3,0.0,vs. Highlands High School,2023-01-18,24,vs. Highlands High School,2023-01-30,30
371,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2024,1,no,3,0,0,9.7,Fern Creek Gladiator (Individual),2023-12-29,349,vs. Evansville F.j. Reitz,2023-12-28,31
372,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2024,1,no,3,0,0,16.7,Fern Creek Gladiator (Individual),2023-12-29,349,vs. Moore,2023-12-28,18
373,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2024,2,no,3,0,0,27.3,SEKC Individual Championships Presented by BOOM KY,2024-01-06,80,vs. Whitley County,2024-01-04,11
375,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2024,3,no,2,0,0,11.1,Battle for the Bone,2023-12-02,199,vs. Scott,2023-11-29,18
377,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2024,1,no,2,0,0,4.7,vs. Scott County,2023-12-29,43,Woodford County Invitational (Ind),2023-12-30,360
378,rejected,no,as many conflicting results as matching ones,boys,2024,1,no,2,0,2,4.1,Fern Creek Gladiator (Individual),2023-12-29,349,vs. Jeffersonville,2023-12-28,49
381,rejected,no,shared bouts have different real results (times/scores differ),boys,2024,7,yes,1,0,2,9.1,vs. Southwestern,2023-12-19,11,vs. Southwestern,2023-12-26,22
382,rejected,no,shared bouts have different real results (times/scores differ),boys,2024,13,yes,1,0,2,4.8,vs. North Oldham,2023-12-28,21,vs. North Oldham,2024-01-10,23
383,rejected,no,shared bouts have different real results (times/scores differ),boys,2024,1,no,1,0,1,4.5,vs. Southern,2023-12-29,22,Woodford County Invitational (Ind),2023-12-30,360
384,rejected,no,shared bouts have different real results (times/scores differ),boys,2024,9,yes,1,0,4,10.0,vs. Covington Catholic,2024-01-09,16,vs. Covington Catholic,2024-01-18,10
385,rejected,no,shared bouts have different real results (times/scores differ),boys,2024,14,yes,1,0,1,3.3,vs. Trinity (Louisville),2024-01-13,30,vs. Trinity (Louisville),2024-01-27,52
386,rejected,no,shared bouts have different real results (times/scores differ),boys,2024,3,yes,1,0,1,9.1,vs. Northeast,2024-01-24,11,vs. Northeast,2024-01-27,22
387,rejected,no,shared bouts have different real results (times/scores differ),boys,2024,8,yes,1,0,2,12.5,vs. Boyd County,2024-01-30,8,vs. Boyd County,2024-02-07,8
388,rejected,no,shared bouts have different real results (times/scores differ),boys,2024,8,yes,0,0,2,0.0,vs. Bell County,2023-11-28,4,vs. Bell County,2023-12-06,4
389,rejected,no,shared bouts have different real results (times/scores differ),boys,2024,4,yes,0,0,2,0.0,vs. Jeffersonville,2023-12-02,23,vs. Jeffersonville,2023-12-06,13
390,rejected,no,shared bouts have different real results (times/scores differ),boys,2024,2,no,0,0,3,0.0,Hatfield & McCoy 32,2023-12-29,332,KY Region 8 JV Tournament,2023-12-27,97
391,rejected,no,shared bouts have different real results (times/scores differ),boys,2024,1,no,0,0,4,0.0,Fern Creek Gladiator (Individual),2023-12-29,349,vs. North Oldham,2023-12-28,21
392,rejected,no,shared bouts have different real results (times/scores differ),boys,2024,3,no,0,0,2,0.0,2024 CIWT,2024-01-06,285,vs. Dixie Heights,2024-01-09,25
393,rejected,no,shared bouts have different real results (times/scores differ),boys,2024,3,yes,0,0,2,0.0,vs. West Carter,2024-01-09,15,vs. West Carter High School,2024-01-06,17
394,rejected,no,shared bouts have different real results (times/scores differ),boys,2024,10,yes,0,0,3,0.0,vs. West Carter,2024-01-16,13,vs. West Carter High School,2024-01-06,17
395,rejected,no,shared bouts have different real results (times/scores differ),boys,2024,3,yes,0,0,2,0.0,vs. Fort Campbell,2024-01-24,9,vs. Fort Campbell,2024-01-27,15
396,rejected,no,shared bouts have different real results (times/scores differ),boys,2024,3,no,0,0,4,0.0,KHSAA Region 3,2024-02-10,250,vs. Western,2024-02-07,15
402,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2025,3,no,3,0,0,11.1,Capital City Classic,2025-01-18,356,vs. Paul Laurence Dunbar,2025-01-15,27
404,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2025,1,no,3,0,0,42.9,Rowan County Invitational,2025-01-25,139,vs. Wayne County,2025-01-24,7
405,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2025,3,no,2,0,0,15.4,Anchor Down Showdown,2024-12-07,177,vs. Perry County Central,2024-12-04,13
409,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2025,2,no,2,0,0,20.0,Les DeLong Memorial Tournament,2025-02-08,37,vs. West Carter,2025-02-06,10
410,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,7,yes,1,0,1,3.7,vs. Whitley County,2024-12-14,27,vs. Whitley County,2024-12-21,49
411,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,12,yes,1,1,2,5.0,vs. Mccreary Central,2024-12-28,23,vs. Mccreary Central,2025-01-09,20
