Seed	Name	Team	Grade	Record	Scoring
4.	Barr, Josh	Penn State		16-3	Yes
16.	Bates, Evan	Northwestern		19-10	Yes
5.	Beard, Michael	Lehigh		20-1	Yes
18.	Bechtold, Dillon	Bucknell		22-9	Yes
9.	Braunagel, Zac	Illinois		15-6	Yes
25.	Brophy, Patrick	The Citadel		21-5	Yes
2.	Buchanan, Stephen	Iowa		21-1	Yes
30.	Bush, Ian	West Virginia		20-12	Yes
1.	Cardenas, Jacob	Michigan		20-1	Yes
31.	Cotton, Remy	Michigan State		12-12	Yes
27.	Dellagatta, Michael	Cornell		15-4	Yes
3.	Ferrari, AJ	CSU Bakersfield		17-0	Yes
33.	Floyd, Carson	Appalachian State		27-8	Yes
32.	Frable, Wolfgang	Army West Point		19-10	Yes
14.	Glazier, Zach	South Dakota State		16-6	Yes
29.	Hogan, Tucker	Lock Haven		22-6	Yes
21.	Hopkins, Levi	Campbell		23-6	Yes
12.	Little, Stephen	Little Rock		19-3	Yes
20.	McDanel, Camden	Nebraska		20-11	Yes
13.	Munoz, Trey	Oregon State		9-3	Yes
15.	Novak, Joseph	Wyoming		23-5	Yes
22.	O`Malley, Mickey	Drexel		10-2	Yes
10.	Salazar, Isaiah	Minnesota		18-6	Yes
23.	Shumate, Seth	Ohio State		18-15	Yes
19.	Smith, Andy	Virginia Tech		13-7	Yes
24.	Sollars, Gabe	Indiana		17-11	Yes
17.	Stemmet, Nikolas	Stanford		21-9	Yes
11.	Stout, Luke	Princeton		14-2	Yes
6.	Stout, Mac	Pittsburgh		23-2	Yes
8.	Surber, Luke	Oklahoma State		22-3	Yes
28.	Thomas, Payton	Navy		12-11	Yes
7.	Voelker, Wyatt	Northern Iowa		24-4	Yes
26.	Zurawski, Brock	Rider		16-11	Yes
