Seed	Name	Team	Grade	Record	Scoring
18.	Atienza, Jordan	Central Michigan		19-11	Yes
10.	Boykin, Scottie	Chattanooga		26-6	Yes
17.	Brucki, Patrick	Princeton		28-8	Yes
16.	Brunner, Christian	Purdue		23-9	Yes
26.	Caywood, Rocco	Army West Point		19-12	Yes
21.	Chaid, Daniel	North Carolina		21-10	Yes
20.	Conti, Dustin	Clarion		25-7	Yes
2.	Darmstadt, Ben	Cornell		30-1	Yes
24.	Diabe, Randall	Appalachian State		19-7	Yes
11.	Griego, Corey	Oregon State		21-5	Yes
3.	Haught, Jared	Virginia Tech		26-2	Yes
27.	Holschlag, Jacob	Northern Iowa		17-10	Yes
13.	Kasunic, Jeric	American		34-5	Yes
29.	Lane, Thomas	Cal Poly		15-9	Yes
12.	Loiseau, Stephen	Drexel		31-10	Yes
4.	Macchiavello, Michael	NC State		17-3	Yes
7.	Mattiace, Frank	Pennsylvania		28-6	Yes
6.	Miklus, Willie	Missouri		22-3	Yes
1.	Moore, Kollin	Ohio State		22-2	Yes
32.	Orndorff, Tanner	Utah Valley	9	21-13	Yes
5.	Rasheed, Shakur	Penn State		20-3	Yes
25.	Ritter, Hunter	Wisconsin		26-9	Yes
28.	Root, Sawyer	The Citadel		25-14	Yes
8.	Rotert, Nate	South Dakota State		28-4	Yes
19.	Schultz, Eric	Nebraska		18-9	Yes
30.	Seely, Jacob	Northern Colorado		16-9	Yes
31.	Smith, Jacob	West Virginia		13-7	Yes
22.	Traxler, Nathan	Stanford		17-10	Yes
9.	Weigel, Preston	Oklahoma State		11-2	Yes
23.	Weiler, Chris	Lehigh		15-8	Yes
14.	Wilcke, Cash	Iowa		18-7	Yes
15.	Williams, Matt	CSU Bakersfield		28-7	Yes
