Seed	Name	Team	Grade	Record	Scoring
4.	Amine, Myles	Michigan		17-3	Yes
14.	Bastian, Kimball	Utah Valley		18-10	Yes
23.	Bullard, Daniel	NC State		20-9	Yes
20.	Carey, Spencer	Navy		24-14	Yes
15.	Christensen, Ryan	Wisconsin		17-8	Yes
21.	Coleman, Marcus	Iowa State		27-12	Yes
32.	Covaciu, Jake	Indiana		17-12	Yes
24.	De La Riva, Lorenzo	North Dakota State		26-9	Yes
27.	Deprez, Vincent	Binghamton		25-10	Yes
12.	Finesilver, Matt	Duke		24-7	Yes
29.	Grello, Joe	Rutgers		16-9	Yes
1.	Hall, Mark	Penn State		26-0	Yes
22.	Harvey, Ben	Army West Point		29-9	Yes
25.	Hastings, Hayden	Wyoming		25-13	Yes
26.	Hughes, Drew	Michigan State		26-13	Yes
33.	Kane, Devin	North Carolina		15-13	Yes
5.	Kutler, Jordan	Lehigh		21-4	Yes
10.	Labriola, Mikey	Nebraska		26-6	Yes
2.	Lewis, Daniel	Missouri		24-1	Yes
8.	Lujan, Taylor	Northern Iowa		24-5	Yes
11.	Lydy, Dylan	Purdue		26-8	Yes
6.	McFadden, David	Virginia Tech		18-2	Yes
18.	Morgan, Andrew	Campbell		25-8	Yes
28.	Oliver, Jacob	Edinboro		28-5	Yes
17.	Richards, Neal	VMI		28-4	Yes
30.	Sherry, Dean	Rider		13-8	Yes
9.	Skatzka, Devin	Minnesota		26-8	Yes
7.	Smith, Jacobe	Oklahoma State		27-3	Yes
19.	Smith, Ethan	Ohio State		18-11	Yes
31.	Stefanik, Travis	Princeton		19-13	Yes
3.	Valencia, Zahid	Arizona State		26-2	Yes
13.	Wilson, Brit	Northern Illinois		25-5	Yes
16.	Womack, Brandon	Cornell		20-8	Yes
