Seed	Name	Team	Grade	Record	Scoring
11.	Amine, Cameron	Michigan		9-2	Yes
30.	Barczak, Evan	Drexel		6-3	Yes
15.	Braunagel, Dan	Illinois		7-2	Yes
17.	Bullard, Thomas	NC State		5-5	Yes
31.	Ferrante, David	Northwestern		4-8	Yes
16.	Formato, William	Appalachian State		17-2	Yes
8.	Griffith, Shane	Stanford		6-1	Yes
21.	Hall, Peyton	West Virginia		13-4	Yes
5.	Hartman, Zach	Bucknell		10-0	Yes
12.	Keating, Jake	Virginia		10-3	Yes
23.	Lee, Joe	Penn State		6-5	Yes
4.	Lewis, Mekhi	Virginia Tech		8-2	Yes
1.	Marinelli, Alex	Iowa		5-0	Yes
29.	Meyer, Brian	Lehigh		4-5	Yes
22.	Monday, Kennedy	North Carolina		7-5	Yes
20.	Moody, Cole	Wyoming		13-5	Yes
28.	Mosley, Rodrick	Gardner-Webb		11-4	Yes
26.	Nicholson, Andrew	Chattanooga		12-3	Yes
19.	Nijenhuis, Gerrit	Purdue		9-5	Yes
18.	Olejnik, Izzak	Northern Illinois		14-2	Yes
6.	O`Toole, Keegan	Missouri		13-0	Yes
14.	Robb, Peyton	Nebraska		9-5	Yes
27.	Silverstein, Jake	Rider		9-3	Yes
13.	Skidgel, Tanner	Navy		11-2	Yes
7.	Smith, Ethan	Ohio State		11-2	Yes
24.	Sparks, Andrew	Minnesota		9-4	Yes
32.	Stamm, Ricky	Hofstra		7-2	Yes
25.	Tucker, Jake	Michigan State		5-7	Yes
2.	Valencia, Anthony	Arizona State		10-0	Yes
9.	Weber, Luke	North Dakota State		13-2	Yes
3.	Wentzel, Jake	Pittsburgh		9-1	Yes
10.	Wittlake, Travis	Oklahoma State		16-1	Yes
33.	Yant, Austin	Northern Iowa		4-2	Yes
