Seed	Name	Team	Grade	Record	Scoring
8.	Abas, Jaden	Stanford		8-2	Yes
6.	Andonian, Bryce	Virginia Tech		8-2	Yes
14.	Blockhus, Michael	Minnesota		8-6	Yes
26.	Cheloni, Anthony	Northern Illinois		10-3	Yes
19.	Cobb, Casey	Navy		8-1	Yes
31.	Crooks, Cory	Arizona State		8-5	Yes
18.	Degen, Jarrett	Iowa State		6-3	Yes
27.	Finesilver, Josh	Duke		6-3	Yes
32.	Gaxiola, Greg	Hofstra		4-3	Yes
20.	Heil, Joshua	Campbell		7-2	Yes
22.	Hoffman, Jimmy	Lehigh		4-4	Yes
33.	Hunsaker, Cameron	Utah Valley	10	7-5	Yes
29.	Komara, Kody	Kent State		12-6	Yes
9.	Lamer, Legend	Cal Poly		11-1	Yes
23.	Lara, Triston	Northern Iowa		6-6	Yes
4.	Lewallen, Boo	Oklahoma State		16-1	Yes
5.	Lovett, Ridge	Nebraska		8-1	Yes
3.	Mauller, Brock	Missouri		17-0	Yes
7.	Millner, Jonathan	Appalachian State		13-1	Yes
13.	Moore, Mitch	Oklahoma		9-4	Yes
12.	Murin, Max	Iowa		4-3	Yes
24.	Nichter, Luke	Drexel		8-1	Yes
16.	Ogunsanya, PJ	Army West Point		9-0	Yes
28.	Omania, Peyton	Michigan State		4-6	Yes
2.	O`Connor, Austin	North Carolina		8-0	Yes
17.	Parco, Kyle	Fresno State		14-1	Yes
15.	Parriott, Griffin	Purdue		7-2	Yes
30.	Robinson, Marcus	Cleveland State		8-4	Yes
21.	Rooks, Graham	Indiana		4-5	Yes
1.	Sasso, Sammy	Ohio State		12-0	Yes
11.	Storr, Kanen	Michigan		7-4	Yes
25.	Thomas, Yahya	Northwestern		8-5	Yes
10.	Van Brill, Mike	Rutgers		5-4	Yes
