weight,round,result_type,winner_name,winner_team,winner_conf,winner_seed,winner_tpar_v1,winner_tpar_v3b,loser_name,loser_team,loser_conf,loser_seed,loser_tpar_v1,loser_tpar_v3b
125,Final,Dec,Luke Lilledahl,Penn State,Big Ten,1,4.8830,5.0780,Marc-Anthony McGowan,Princeton,CAA,10,2.6584,2.7553
125,3rd,MD,Nico Provo,Stanford,ACC,7,2.8472,3.0339,Vincent Robinson,NC State,ACC,12,2.8926,3.0242
125,5th,Fall,Troy Spratley,Oklahoma State,Big 12,5,3.3132,3.5395,Jacob Moran,Indiana,Big Ten,14,2.7268,2.9418
125,7th,MD,Jore Volk,Minnesota,Big Ten,6,2.7833,3.0226,Tyler Klinsky,Rider,MAC,11,3.5848,3.6248
125,C_SF,Dec,Nico Provo,Stanford,ACC,7,2.8472,3.0339,Jacob Moran,Indiana,Big Ten,14,2.7268,2.9418
125,C_SF,TB-1,Vincent Robinson,NC State,ACC,12,2.8926,3.0242,Troy Spratley,Oklahoma State,Big 12,5,3.3132,3.5395
125,C_QF,MD,Nico Provo,Stanford,ACC,7,2.8472,3.0339,Tyler Klinsky,Rider,MAC,11,3.5848,3.6248
125,C_QF,SV-1,Vincent Robinson,NC State,ACC,12,2.8926,3.0242,Jore Volk,Minnesota,Big Ten,6,2.7833,3.0226
125,C_R4,Dec,Nico Provo,Stanford,ACC,7,2.8472,3.0339,Sheldon Seymour,Lehigh,EIWA,4,4.1390,4.2035
125,C_R4,Dec,Tyler Klinsky,Rider,MAC,11,3.5848,3.6248,Dean Peterson,Iowa,Big Ten,8,2.2258,2.4437
125,C_R4,SV-1,Vincent Robinson,NC State,ACC,12,2.8926,3.0242,Eddie Ventresca,Virginia Tech,ACC,2,3.8890,3.9950
125,C_R4,Dec,Jore Volk,Minnesota,Big Ten,6,2.7833,3.0226,Jett Strickenberger,West Virginia,Big 12,17,1.9264,2.0844
125,SF,Dec,Luke Lilledahl,Penn State,Big Ten,1,4.8830,5.0780,Troy Spratley,Oklahoma State,Big 12,5,3.3132,3.5395
125,SF,Dec,Marc-Anthony McGowan,Princeton,CAA,10,2.6584,2.7553,Jacob Moran,Indiana,Big Ten,14,2.7268,2.9418
125,C_R3,Dec,Nico Provo,Stanford,ACC,7,2.8472,3.0339,Ezekiel Witt,North Dakota State,Big 12,16,2.0212,2.2188
125,C_R3,Fall,Tyler Klinsky,Rider,MAC,11,3.5848,3.6248,Nic Bouzakis,Ohio State,Big Ten,3,4.1794,4.4028
125,C_R3,MD,Vincent Robinson,NC State,ACC,12,2.8926,3.0242,Stevo Poulin,Iowa State,Big 12,13,2.7057,2.9243
125,C_R3,Dec,Jett Strickenberger,West Virginia,Big 12,17,1.9264,2.0844,Cooper Flynn,Chattanooga,SoCon,26,2.1587,2.0448
125,C_R2,MD,Ezekiel Witt,North Dakota State,Big 12,16,2.0212,2.2188,Spencer Moore,Illinois,Big Ten,18,2.1442,2.3487
125,C_R2,MD,Nico Provo,Stanford,ACC,7,2.8472,3.0339,Kael Lauridsen,Nebraska,Big Ten,25,0.7680,0.9408
125,C_R2,MD,Tyler Klinsky,Rider,MAC,11,3.5848,3.6248,Conrad Hendriksen,Oklahoma,Big 12,21,1.0367,1.2196
125,C_R2,Fall,Nic Bouzakis,Ohio State,Big Ten,3,4.1794,4.4028,Tyler Chappell,Pittsburgh,ACC,29,0.7152,0.7574
125,C_R2,Dec,Stevo Poulin,Iowa State,Big 12,13,2.7057,2.9243,Kysen Terukina,North Carolina,ACC,19,1.9832,2.1668
125,C_R2,Dec,Vincent Robinson,NC State,ACC,12,2.8926,3.0242,Brady Roark,South Dakota State,Big 12,27,1.5304,1.7880
125,C_R2,Dec,Cooper Flynn,Chattanooga,SoCon,26,2.1587,2.0448,Maximo Renteria,Oregon State,Pac-12,9,3.0100,3.1156
125,C_R2,MD,Jett Strickenberger,West Virginia,Big 12,17,1.9264,2.0844,Desmond Pleasant,Drexel,EIWA,31,1.8276,1.9149
125,QF,TB-1,Luke Lilledahl,Penn State,Big Ten,1,4.8830,5.0780,Dean Peterson,Iowa,Big Ten,8,2.2258,2.4437
125,QF,Dec,Troy Spratley,Oklahoma State,Big 12,5,3.3132,3.5395,Sheldon Seymour,Lehigh,EIWA,4,4.1390,4.2035
125,QF,Dec,Jacob Moran,Indiana,Big Ten,14,2.7268,2.9418,Jore Volk,Minnesota,Big Ten,6,2.7833,3.0226
125,QF,Unknown,Marc-Anthony McGowan,Princeton,CAA,10,2.6584,2.7553,Eddie Ventresca,Virginia Tech,ACC,2,3.8890,3.9950
125,C_R1,Dec,Ezekiel Witt,North Dakota State,Big 12,16,2.0212,2.2188,Mack Mauger,Missouri,Big 12,32,1.1012,1.4056
125,C_R1,Dec,Kael Lauridsen,Nebraska,Big Ten,25,0.7680,0.9408,Ayden Smith,Rutgers,Big Ten,24,1.1833,1.3174
125,C_R1,Dec,Conrad Hendriksen,Oklahoma,Big 12,21,1.0367,1.2196,Andrew Binni,Navy,EIWA,28,1.5550,1.5271
125,C_R1,Dec,Tyler Chappell,Pittsburgh,ACC,29,0.7152,0.7574,Diego Sotelo,Michigan,Big Ten,20,0.8317,0.9926
125,C_R1,Dec,Kysen Terukina,North Carolina,ACC,19,1.9832,2.1668,Sulayman Bah,Columbia,CAA,30,1.3051,1.3349
125,C_R1,MD,Brady Roark,South Dakota State,Big 12,27,1.5304,1.7880,Davis Motyka,Penn,CAA,22,2.1058,2.2000
125,C_R1,Dec,Cooper Flynn,Chattanooga,SoCon,26,2.1587,2.0448,Nicolar Rivera,Wisconsin,Big Ten,23,1.5108,1.7681
125,C_R1,Dec,Desmond Pleasant,Drexel,EIWA,31,1.8276,1.9149,Koda Holeman,Cal Poly,Pac-12,15,2.3224,2.5588
125,C_PIG,MD,Sulayman Bah,Columbia,CAA,30,1.3051,1.3349,Jace Schafer,Bloomsburg,MAC,33,1.6996,1.5307
125,R16,Dec,Luke Lilledahl,Penn State,Big Ten,1,4.8830,5.0780,Jett Strickenberger,West Virginia,Big 12,17,1.9264,2.0844
125,R16,Dec,Dean Peterson,Iowa,Big Ten,8,2.2258,2.4437,Maximo Renteria,Oregon State,Pac-12,9,3.0100,3.1156
125,R16,Dec,Troy Spratley,Oklahoma State,Big 12,5,3.3132,3.5395,Vincent Robinson,NC State,ACC,12,2.8926,3.0242
125,R16,Dec,Sheldon Seymour,Lehigh,EIWA,4,4.1390,4.2035,Stevo Poulin,Iowa State,Big 12,13,2.7057,2.9243
125,R16,MD,Jacob Moran,Indiana,Big Ten,14,2.7268,2.9418,Nic Bouzakis,Ohio State,Big Ten,3,4.1794,4.4028
125,R16,Dec,Jore Volk,Minnesota,Big Ten,6,2.7833,3.0226,Tyler Klinsky,Rider,MAC,11,3.5848,3.6248
125,R16,Dec,Marc-Anthony McGowan,Princeton,CAA,10,2.6584,2.7553,Nico Provo,Stanford,ACC,7,2.8472,3.0339
125,R16,Dec,Eddie Ventresca,Virginia Tech,ACC,2,3.8890,3.9950,Spencer Moore,Illinois,Big Ten,18,2.1442,2.3487
125,R32,MD,Luke Lilledahl,Penn State,Big Ten,1,4.8830,5.0780,Mack Mauger,Missouri,Big 12,32,1.1012,1.4056
125,R32,MD,Jett Strickenberger,West Virginia,Big 12,17,1.9264,2.0844,Ezekiel Witt,North Dakota State,Big 12,16,2.0212,2.2188
125,R32,Dec,Maximo Renteria,Oregon State,Pac-12,9,3.0100,3.1156,Ayden Smith,Rutgers,Big Ten,24,1.1833,1.3174
125,R32,MD,Dean Peterson,Iowa,Big Ten,8,2.2258,2.4437,Kael Lauridsen,Nebraska,Big Ten,25,0.7680,0.9408
125,R32,MD,Troy Spratley,Oklahoma State,Big 12,5,3.3132,3.5395,Andrew Binni,Navy,EIWA,28,1.5550,1.5271
125,R32,Dec,Vincent Robinson,NC State,ACC,12,2.8926,3.0242,Conrad Hendriksen,Oklahoma,Big 12,21,1.0367,1.2196
125,R32,Dec,Stevo Poulin,Iowa State,Big 12,13,2.7057,2.9243,Diego Sotelo,Michigan,Big Ten,20,0.8317,0.9926
125,R32,Fall,Sheldon Seymour,Lehigh,EIWA,4,4.1390,4.2035,Tyler Chappell,Pittsburgh,ACC,29,0.7152,0.7574
125,R32,Dec,Nic Bouzakis,Ohio State,Big Ten,3,4.1794,4.4028,Sulayman Bah,Columbia,CAA,30,1.3051,1.3349
125,R32,Dec,Jacob Moran,Indiana,Big Ten,14,2.7268,2.9418,Kysen Terukina,North Carolina,ACC,19,1.9832,2.1668
125,R32,TF,Tyler Klinsky,Rider,MAC,11,3.5848,3.6248,Davis Motyka,Penn,CAA,22,2.1058,2.2000
125,R32,Dec,Jore Volk,Minnesota,Big Ten,6,2.7833,3.0226,Brady Roark,South Dakota State,Big 12,27,1.5304,1.7880
125,R32,Dec,Nico Provo,Stanford,ACC,7,2.8472,3.0339,Cooper Flynn,Chattanooga,SoCon,26,2.1587,2.0448
125,R32,Fall,Marc-Anthony McGowan,Princeton,CAA,10,2.6584,2.7553,Nicolar Rivera,Wisconsin,Big Ten,23,1.5108,1.7681
125,R32,SV-1,Spencer Moore,Illinois,Big Ten,18,2.1442,2.3487,Koda Holeman,Cal Poly,Pac-12,15,2.3224,2.5588
125,R32,Dec,Eddie Ventresca,Virginia Tech,ACC,2,3.8890,3.9950,Desmond Pleasant,Drexel,EIWA,31,1.8276,1.9149
125,PIG,Dec,Mack Mauger,Missouri,Big 12,32,1.1012,1.4056,Jace Schafer,Bloomsburg,MAC,33,1.6996,1.5307
133,Final,Dec,Jax Forrest,Oklahoma State,Big 12,1,5.3053,5.6647,Ben Davino,Ohio State,Big Ten,2,4.1763,4.4341
133,3rd,Dec,Aaron Seidel,Virginia Tech,ACC,4,4.7531,4.9194,Marcus Blaze,Penn State,Big Ten,3,4.6204,4.8561
133,5th,MD,Drake Ayala,Iowa,Big Ten,6,2.6715,3.0255,Tyler Knox,Stanford,ACC,15,2.0356,2.2811
133,7th,TB-1,Jacob Van Dee,Nebraska,Big Ten,13,2.1983,2.4625,Lucas Byrd,Illinois,Big Ten,7,3.0914,3.3950
133,C_SF,TF,Marcus Blaze,Penn State,Big Ten,3,4.6204,4.8561,Tyler Knox,Stanford,ACC,15,2.0356,2.2811
133,C_SF,MD,Aaron Seidel,Virginia Tech,ACC,4,4.7531,4.9194,Drake Ayala,Iowa,Big Ten,6,2.6715,3.0255
133,C_QF,Dec,Tyler Knox,Stanford,ACC,15,2.0356,2.2811,Jacob Van Dee,Nebraska,Big Ten,13,2.1983,2.4625
133,C_QF,Dec,Drake Ayala,Iowa,Big Ten,6,2.6715,3.0255,Lucas Byrd,Illinois,Big Ten,7,3.0914,3.3950
133,C_R4,Dec,Tyler Knox,Stanford,ACC,15,2.0356,2.2811,Kyler Larkin,Arizona State,Big 12,5,3.8082,4.0882
133,C_R4,Dec,Jacob Van Dee,Nebraska,Big Ten,13,2.1983,2.4625,Markel Baker,Northern Illinois,MAC,8,2.8407,2.8955
133,C_R4,Dec,Lucas Byrd,Illinois,Big Ten,7,3.0914,3.3950,Julian Farber,Northern Iowa,Big 12,20,1.8658,2.1477
133,C_R4,Dec,Drake Ayala,Iowa,Big Ten,6,2.6715,3.0255,Maximilian Leete,American,EIWA,10,1.9195,2.0579
133,SF,MD,Jax Forrest,Oklahoma State,Big 12,1,5.3053,5.6647,Aaron Seidel,Virginia Tech,ACC,4,4.7531,4.9194
133,SF,TB-1,Ben Davino,Ohio State,Big Ten,2,4.1763,4.4341,Marcus Blaze,Penn State,Big Ten,3,4.6204,4.8561
133,C_R3,Dec,Tyler Knox,Stanford,ACC,15,2.0356,2.2811,Braxton Brown,Maryland,Big Ten,23,1.5082,1.7064
133,C_R3,MD,Jacob Van Dee,Nebraska,Big Ten,13,2.1983,2.4625,Garrett Grice,Iowa State,Big 12,28,1.4770,1.8140
133,C_R3,Dec,Julian Farber,Northern Iowa,Big 12,20,1.8658,2.1477,Evan Mougalian,Penn,CAA,12,2.7563,2.8492
133,C_R3,Dec,Maximilian Leete,American,EIWA,10,1.9195,2.0579,T.K. Davis,Gardner-Webb,SoCon,17,3.4253,3.3393
133,C_R2,SV-1,Tyler Knox,Stanford,ACC,15,2.0356,2.2811,Zan Fugitt,Wisconsin,Big Ten,16,2.5222,2.7674
133,C_R2,Dec,Braxton Brown,Maryland,Big Ten,23,1.5082,1.7064,Will Betancourt,Rider,MAC,25,1.6731,1.6619
133,C_R2,Dec,Garrett Grice,Iowa State,Big 12,28,1.4770,1.8140,Tyler Ferrara,Cornell,CAA,11,2.6257,2.7593
133,C_R2,Dec,Jacob Van Dee,Nebraska,Big Ten,13,2.1983,2.4625,Gage Walker,Missouri,Big 12,19,1.7515,2.0150
133,C_R2,Dec,Julian Farber,Northern Iowa,Big 12,20,1.8658,2.1477,Ethan Berginc,Army West Point,EIWA,14,2.5086,2.5364
133,C_R2,Fall,Evan Mougalian,Penn,CAA,12,2.7563,2.8492,Marcel Lopez,SIU Edwardsville,MAC,27,1.3683,1.4507
133,C_R2,SV-1,Maximilian Leete,American,EIWA,10,1.9195,2.0579,Dominick Serrano,Northern Colorado,Big 12,9,2.4011,2.7526
133,C_R2,Dec,T.K. Davis,Gardner-Webb,SoCon,17,3.4253,3.3393,Gunner Andrick,West Virginia,Big 12,18,2.5203,2.7666
133,QF,TF,Jax Forrest,Oklahoma State,Big 12,1,5.3053,5.6647,Markel Baker,Northern Illinois,MAC,8,2.8407,2.8955
133,QF,TF,Aaron Seidel,Virginia Tech,ACC,4,4.7531,4.9194,Kyler Larkin,Arizona State,Big 12,5,3.8082,4.0882
133,QF,Dec,Marcus Blaze,Penn State,Big Ten,3,4.6204,4.8561,Drake Ayala,Iowa,Big Ten,6,2.6715,3.0255
133,QF,MD,Ben Davino,Ohio State,Big Ten,2,4.1763,4.4341,Lucas Byrd,Illinois,Big Ten,7,3.0914,3.3950
133,C_R1,Dec,Zan Fugitt,Wisconsin,Big Ten,16,2.5222,2.7674,Carter Schmidt,Oklahoma,Big 12,33,-0.3724,-0.1481
133,C_R1,SV-1,Will Betancourt,Rider,MAC,25,1.6731,1.6619,Blake Boarman,Purdue,Big Ten,24,-0.1000,0.0904
133,C_R1,Dec,Garrett Grice,Iowa State,Big 12,28,1.4770,1.8140,Sean Spidle,Northwestern,Big Ten,21,1.0050,1.2255
133,C_R1,SV-1,Jacob Van Dee,Nebraska,Big Ten,13,2.1983,2.4625,Luke Willochell,Wyoming,Big 12,29,1.3415,1.6704
133,C_R1,MD,Ethan Berginc,Army West Point,EIWA,14,2.5086,2.5364,Andrew Austin,Central Michigan,MAC,32,0.8243,0.8997
133,C_R1,Forfeit,Marcel Lopez,SIU Edwardsville,MAC,27,1.3683,1.4507,Zach Redding,NC State,ACC,22,1.3433,1.5010
133,C_R1,Dec,Maximilian Leete,American,EIWA,10,1.9195,2.0579,Dylan Shawver,Rutgers,Big Ten,26,1.3671,1.5619
133,C_R1,Dec,Gunner Andrick,West Virginia,Big 12,18,2.5203,2.7666,Gable Strickland,Lock Haven,MAC,31,1.4705,1.4316
133,C_PIG,Dec,Andrew Austin,Central Michigan,MAC,32,0.8243,0.8997,Gabe Whisenhunt,Oregon State,Pac-12,30,0.3144,0.3906
133,R16,TF,Jax Forrest,Oklahoma State,Big 12,1,5.3053,5.6647,T.K. Davis,Gardner-Webb,SoCon,17,3.4253,3.3393
133,R16,SV-1,Markel Baker,Northern Illinois,MAC,8,2.8407,2.8955,Dominick Serrano,Northern Colorado,Big 12,9,2.4011,2.7526
133,R16,Fall,Kyler Larkin,Arizona State,Big 12,5,3.8082,4.0882,Evan Mougalian,Penn,CAA,12,2.7563,2.8492
133,R16,TF,Aaron Seidel,Virginia Tech,ACC,4,4.7531,4.9194,Julian Farber,Northern Iowa,Big 12,20,1.8658,2.1477
133,R16,TF,Marcus Blaze,Penn State,Big Ten,3,4.6204,4.8561,Gage Walker,Missouri,Big 12,19,1.7515,2.0150
133,R16,TF,Drake Ayala,Iowa,Big Ten,6,2.6715,3.0255,Tyler Ferrara,Cornell,CAA,11,2.6257,2.7593
133,R16,Dec,Lucas Byrd,Illinois,Big Ten,7,3.0914,3.3950,Braxton Brown,Maryland,Big Ten,23,1.5082,1.7064
133,R16,TF,Ben Davino,Ohio State,Big Ten,2,4.1763,4.4341,Tyler Knox,Stanford,ACC,15,2.0356,2.2811
133,R32,Fall,Jax Forrest,Oklahoma State,Big 12,1,5.3053,5.6647,Carter Schmidt,Oklahoma,Big 12,33,-0.3724,-0.1481
133,R32,Dec,T.K. Davis,Gardner-Webb,SoCon,17,3.4253,3.3393,Zan Fugitt,Wisconsin,Big Ten,16,2.5222,2.7674
133,R32,Dec,Dominick Serrano,Northern Colorado,Big 12,9,2.4011,2.7526,Blake Boarman,Purdue,Big Ten,24,-0.1000,0.0904
133,R32,Dec,Markel Baker,Northern Illinois,MAC,8,2.8407,2.8955,Will Betancourt,Rider,MAC,25,1.6731,1.6619
133,R32,MD,Kyler Larkin,Arizona State,Big 12,5,3.8082,4.0882,Garrett Grice,Iowa State,Big 12,28,1.4770,1.8140
133,R32,Dec,Evan Mougalian,Penn,CAA,12,2.7563,2.8492,Sean Spidle,Northwestern,Big Ten,21,1.0050,1.2255
133,R32,Dec,Julian Farber,Northern Iowa,Big 12,20,1.8658,2.1477,Jacob Van Dee,Nebraska,Big Ten,13,2.1983,2.4625
133,R32,TF,Aaron Seidel,Virginia Tech,ACC,4,4.7531,4.9194,Luke Willochell,Wyoming,Big 12,29,1.3415,1.6704
133,R32,TF,Marcus Blaze,Penn State,Big Ten,3,4.6204,4.8561,Gabe Whisenhunt,Oregon State,Pac-12,30,0.3144,0.3906
133,R32,Dec,Gage Walker,Missouri,Big 12,19,1.7515,2.0150,Ethan Berginc,Army West Point,EIWA,14,2.5086,2.5364
133,R32,Dec,Tyler Ferrara,Cornell,CAA,11,2.6257,2.7593,Zach Redding,NC State,ACC,22,1.3433,1.5010
133,R32,MD,Drake Ayala,Iowa,Big Ten,6,2.6715,3.0255,Marcel Lopez,SIU Edwardsville,MAC,27,1.3683,1.4507
133,R32,Dec,Lucas Byrd,Illinois,Big Ten,7,3.0914,3.3950,Dylan Shawver,Rutgers,Big Ten,26,1.3671,1.5619
133,R32,Dec,Braxton Brown,Maryland,Big Ten,23,1.5082,1.7064,Maximilian Leete,American,EIWA,10,1.9195,2.0579
133,R32,Dec,Tyler Knox,Stanford,ACC,15,2.0356,2.2811,Gunner Andrick,West Virginia,Big 12,18,2.5203,2.7666
133,R32,TF,Ben Davino,Ohio State,Big Ten,2,4.1763,4.4341,Gable Strickland,Lock Haven,MAC,31,1.4705,1.4316
133,PIG,MD,Carter Schmidt,Oklahoma,Big 12,33,-0.3724,-0.1481,Andrew Austin,Central Michigan,MAC,32,0.8243,0.8997
141,Final,SV-1,Sergio Vega,Oklahoma State,Big 12,2,4.5835,4.9070,Jesse Mendez,Ohio State,Big Ten,1,5.6391,5.8686
141,3rd,Dec,Luke Stanich,Lehigh,EIWA,5,4.6925,4.6875,Brock Hardy,Nebraska,Big Ten,3,4.0427,4.2588
141,5th,Forfeit,Carter Nogle,Air Force,Big 12,18,2.5210,2.6568,Anthony Echemendia,Iowa State,Big 12,4,3.8133,4.0708
141,7th,Fall,CJ Composto,Penn,CAA,11,2.7519,2.8871,Wyatt Henson,Lock Haven,MAC,13,2.9525,2.9046
141,C_SF,Forfeit,Brock Hardy,Nebraska,Big Ten,3,4.0427,4.2588,Anthony Echemendia,Iowa State,Big 12,4,3.8133,4.0708
141,C_SF,Dec,Luke Stanich,Lehigh,EIWA,5,4.6925,4.6875,Carter Nogle,Air Force,Big 12,18,2.5210,2.6568
141,C_QF,MD,Anthony Echemendia,Iowa State,Big 12,4,3.8133,4.0708,CJ Composto,Penn,CAA,11,2.7519,2.8871
141,C_QF,Dec,Carter Nogle,Air Force,Big 12,18,2.5210,2.6568,Wyatt Henson,Lock Haven,MAC,13,2.9525,2.9046
141,C_R4,Inj.,Anthony Echemendia,Iowa State,Big 12,4,3.8133,4.0708,Elijah Griffin,Rider,MAC,15,2.6243,2.6660
141,C_R4,Dec,CJ Composto,Penn,CAA,11,2.7519,2.8871,Vance Vombaur,Minnesota,Big Ten,8,2.4781,2.7858
141,C_R4,Dec,Wyatt Henson,Lock Haven,MAC,13,2.9525,2.9046,Nasir Bailey,Iowa,Big Ten,7,2.4438,2.7090
141,C_R4,Fall,Carter Nogle,Air Force,Big 12,18,2.5210,2.6568,Vince Cornella,Cornell,CAA,6,3.5091,3.6896
141,SF,SV-1,Jesse Mendez,Ohio State,Big Ten,1,5.6391,5.8686,Luke Stanich,Lehigh,EIWA,5,4.6925,4.6875
141,SF,Dec,Sergio Vega,Oklahoma State,Big 12,2,4.5835,4.9070,Brock Hardy,Nebraska,Big Ten,3,4.0427,4.2588
141,C_R3,Dec,Elijah Griffin,Rider,MAC,15,2.6243,2.6660,Jack Consiglio,Stanford,ACC,10,2.3221,2.6442
141,C_R3,Dec,CJ Composto,Penn,CAA,11,2.7519,2.8871,Braeden Davis,Penn State,Big Ten,14,2.4026,2.5763
141,C_R3,Dec,Wyatt Henson,Lock Haven,MAC,13,2.9525,2.9046,Tyler Wells,Oklahoma,Big 12,21,1.3844,1.6300
141,C_R3,Dec,Carter Nogle,Air Force,Big 12,18,2.5210,2.6568,Dylan Chappell,Bucknell,EIWA,23,1.4829,1.5732
141,C_R2,Dec,Elijah Griffin,Rider,MAC,15,2.6243,2.6660,Ryan Jack,NC State,ACC,16,2.4505,2.6395
141,C_R2,Dec,Jack Consiglio,Stanford,ACC,10,2.3221,2.6442,Joey Olivieri,Rutgers,Big Ten,9,3.6045,3.6432
141,C_R2,Dec,CJ Composto,Penn,CAA,11,2.7519,2.8871,Luke Simcox,North Carolina,ACC,12,2.0540,2.3225
141,C_R2,Dec,Braeden Davis,Penn State,Big Ten,14,2.4026,2.5763,Jordan Titus,West Virginia,Big 12,29,0.5987,0.6768
141,C_R2,Dec,Wyatt Henson,Lock Haven,MAC,13,2.9525,2.9046,Haiden Drury,Utah Valley,Big 12,19,1.8723,2.1040
141,C_R2,Dec,Tyler Wells,Oklahoma,Big 12,21,1.3844,1.6300,Gable Porter,Virginia,ACC,27,2.1290,2.2238
141,C_R2,Dec,Dylan Chappell,Bucknell,EIWA,23,1.4829,1.5732,Nash Singleton,Oregon State,Pac-12,24,1.5885,1.7565
141,C_R2,Dec,Carter Nogle,Air Force,Big 12,18,2.5210,2.6568,Caedyn Ricciardi,Navy,EIWA,17,2.5644,2.5811
141,QF,MD,Jesse Mendez,Ohio State,Big Ten,1,5.6391,5.8686,Vance Vombaur,Minnesota,Big Ten,8,2.4781,2.7858
141,QF,Dec,Luke Stanich,Lehigh,EIWA,5,4.6925,4.6875,Anthony Echemendia,Iowa State,Big 12,4,3.8133,4.0708
141,QF,Dec,Brock Hardy,Nebraska,Big Ten,3,4.0427,4.2588,Vince Cornella,Cornell,CAA,6,3.5091,3.6896
141,QF,Dec,Sergio Vega,Oklahoma State,Big 12,2,4.5835,4.9070,Nasir Bailey,Iowa,Big Ten,7,2.4438,2.7090
141,C_R1,MD,Ryan Jack,NC State,ACC,16,2.4505,2.6395,Aldo Hernandez,Appalachian State,SoCon,33,0.3487,0.3124
141,C_R1,Dec,Joey Olivieri,Rutgers,Big Ten,9,3.6045,3.6432,Tom Crook,Virginia Tech,ACC,25,1.4148,1.5766
141,C_R1,Dec,Luke Simcox,North Carolina,ACC,12,2.0540,2.3225,Pierson Manville,Arizona State,Big 12,28,1.7561,2.0354
141,C_R1,Dec,Jordan Titus,West Virginia,Big 12,29,0.5987,0.6768,Julian Tagg,South Dakota State,Big 12,20,2.2854,2.5217
141,C_R1,Dec,Haiden Drury,Utah Valley,Big 12,19,1.8723,2.1040,Matthew Martino,Princeton,CAA,32,0.3753,0.4870
141,C_R1,Dec,Gable Porter,Virginia,ACC,27,2.1290,2.2238,Lorenzo Frezza,Columbia,CAA,22,2.3412,2.4052
141,C_R1,TB-1,Dylan Chappell,Bucknell,EIWA,23,1.4829,1.5732,Braden Basile,Army West Point,EIWA,26,1.9268,1.9196
141,C_R1,Fall,Carter Nogle,Air Force,Big 12,18,2.5210,2.6568,Billy DeKraker,Northwestern,Big Ten,31,0.8181,1.0278
141,C_PIG,SV-1,Matthew Martino,Princeton,CAA,32,0.3753,0.4870,Dario Lemus,Maryland,Big Ten,30,0.7568,0.8568
141,R16,TF,Jesse Mendez,Ohio State,Big Ten,1,5.6391,5.8686,Caedyn Ricciardi,Navy,EIWA,17,2.5644,2.5811
141,R16,Dec,Vance Vombaur,Minnesota,Big Ten,8,2.4781,2.7858,Nash Singleton,Oregon State,Pac-12,24,1.5885,1.7565
141,R16,MD,Luke Stanich,Lehigh,EIWA,5,4.6925,4.6875,Tyler Wells,Oklahoma,Big 12,21,1.3844,1.6300
141,R16,MD,Anthony Echemendia,Iowa State,Big 12,4,3.8133,4.0708,Wyatt Henson,Lock Haven,MAC,13,2.9525,2.9046
141,R16,Dec,Brock Hardy,Nebraska,Big Ten,3,4.0427,4.2588,Braeden Davis,Penn State,Big Ten,14,2.4026,2.5763
141,R16,MD,Vince Cornella,Cornell,CAA,6,3.5091,3.6896,CJ Composto,Penn,CAA,11,2.7519,2.8871
141,R16,Dec,Nasir Bailey,Iowa,Big Ten,7,2.4438,2.7090,Jack Consiglio,Stanford,ACC,10,2.3221,2.6442
141,R16,Fall,Sergio Vega,Oklahoma State,Big 12,2,4.5835,4.9070,Elijah Griffin,Rider,MAC,15,2.6243,2.6660
141,R32,Fall,Jesse Mendez,Ohio State,Big Ten,1,5.6391,5.8686,Aldo Hernandez,Appalachian State,SoCon,33,0.3487,0.3124
141,R32,SV-1,Caedyn Ricciardi,Navy,EIWA,17,2.5644,2.5811,Ryan Jack,NC State,ACC,16,2.4505,2.6395
141,R32,Dec,Nash Singleton,Oregon State,Pac-12,24,1.5885,1.7565,Joey Olivieri,Rutgers,Big Ten,9,3.6045,3.6432
141,R32,MD,Vance Vombaur,Minnesota,Big Ten,8,2.4781,2.7858,Tom Crook,Virginia Tech,ACC,25,1.4148,1.5766
141,R32,TF,Luke Stanich,Lehigh,EIWA,5,4.6925,4.6875,Pierson Manville,Arizona State,Big 12,28,1.7561,2.0354
141,R32,Dec,Tyler Wells,Oklahoma,Big 12,21,1.3844,1.6300,Luke Simcox,North Carolina,ACC,12,2.0540,2.3225
141,R32,MD,Wyatt Henson,Lock Haven,MAC,13,2.9525,2.9046,Julian Tagg,South Dakota State,Big 12,20,2.2854,2.5217
141,R32,Dec,Anthony Echemendia,Iowa State,Big 12,4,3.8133,4.0708,Jordan Titus,West Virginia,Big 12,29,0.5987,0.6768
141,R32,TF,Brock Hardy,Nebraska,Big Ten,3,4.0427,4.2588,Dario Lemus,Maryland,Big Ten,30,0.7568,0.8568
141,R32,Dec,Braeden Davis,Penn State,Big Ten,14,2.4026,2.5763,Haiden Drury,Utah Valley,Big 12,19,1.8723,2.1040
141,R32,Dec,CJ Composto,Penn,CAA,11,2.7519,2.8871,Lorenzo Frezza,Columbia,CAA,22,2.3412,2.4052
141,R32,MD,Vince Cornella,Cornell,CAA,6,3.5091,3.6896,Gable Porter,Virginia,ACC,27,2.1290,2.2238
141,R32,MD,Nasir Bailey,Iowa,Big Ten,7,2.4438,2.7090,Braden Basile,Army West Point,EIWA,26,1.9268,1.9196
141,R32,Dec,Jack Consiglio,Stanford,ACC,10,2.3221,2.6442,Dylan Chappell,Bucknell,EIWA,23,1.4829,1.5732
141,R32,Dec,Elijah Griffin,Rider,MAC,15,2.6243,2.6660,Carter Nogle,Air Force,Big 12,18,2.5210,2.6568
