weight,round,result_type,winner_name,winner_team,winner_conf,winner_seed,winner_tpar_v1,winner_tpar_v3b,loser_name,loser_team,loser_conf,loser_seed,loser_tpar_v1,loser_tpar_v3b
197,C_R2,TF,Gabe Sollars,Indiana,Big Ten,14,2.0608,2.2929,Bennett Berge,South Dakota State,Big 12,13,2.3205,2.4879
197,C_R2,Dec,Gabe Arnold,Iowa,Big Ten,27,2.3539,2.5066,Rune Lawrence,West Virginia,Big 12,21,2.0183,2.1483
197,C_R2,Dec,Evan Bates,Missouri,Big 12,25,1.7741,2.0085,Mikey Squires,Binghamton,EIWA,23,2.2686,2.1605
197,C_R2,Dec,Andrew Reall,Brown,CAA,18,2.9406,2.8249,Dillon Bechtold,Bucknell,EIWA,17,2.4789,2.3584
197,QF,TF,Josh Barr,Penn State,Big Ten,1,5.5616,5.7621,Angelo Posada,Stanford,ACC,9,3.3162,3.4490
197,QF,MD,Joey Novak,Wyoming,Big 12,5,3.6500,3.8450,Colton Hawks,Arizona State,Big 12,29,-0.2759,-0.2059
197,QF,SV-1,Stephen Little,Little Rock,Pac-12,3,2.9562,2.9263,Camden McDanel,Nebraska,Big Ten,11,2.7093,2.9741
197,QF,Dec,Cody Merrill,Oklahoma State,Big 12,7,3.0295,3.2395,Remy Cotton,Rutgers,Big Ten,15,1.9821,2.3142
197,C_R1,Dec,Branson John,Maryland,Big Ten,16,2.4806,2.5503,Blake Schaffer,Kent State,MAC,32,1.0229,0.9813
197,C_R1,Dec,Brock Zurawski,Rider,MAC,24,2.7170,2.6811,DJ Parker,Oklahoma,Big 12,8,2.8115,3.0150
197,C_R1,Dec,Luke Geog,Ohio State,Big Ten,12,2.0843,2.3400,Kael Wisler,Michigan State,Big Ten,28,1.5718,1.6555
197,C_R1,Fall,Sonny Sasso,Virginia Tech,ACC,4,2.8736,3.0550,Wyatt Ingham,Wisconsin,Big Ten,20,2.5112,2.7438
197,C_R1,TF,Gabe Sollars,Indiana,Big Ten,14,2.0608,2.2929,Karson Tompkins,Air Force,Big 12,33,0.5231,0.5187
197,C_R1,Dec,Gabe Arnold,Iowa,Big Ten,27,2.3539,2.5066,Devin Wasley,North Dakota State,Big 12,22,1.5813,1.7488
197,C_R1,MD,Mikey Squires,Binghamton,EIWA,23,2.2686,2.1605,Ben Vanadia,Purdue,Big Ten,26,0.9725,1.0308
197,C_R1,Dec,Andrew Reall,Brown,CAA,18,2.9406,2.8249,Kael Bennie,Utah Valley,Big 12,31,0.4494,0.5348
197,C_PIG,Dec,Karson Tompkins,Air Force,Big 12,33,0.5231,0.5187,Kade Rule,Chattanooga,SoCon,30,2.2204,2.0877
197,R16,MD,Josh Barr,Penn State,Big Ten,1,5.5616,5.7621,Dillon Bechtold,Bucknell,EIWA,17,2.4789,2.3584
197,R16,Dec,Angelo Posada,Stanford,ACC,9,3.3162,3.4490,Evan Bates,Missouri,Big 12,25,1.7741,2.0085
197,R16,Fall,Joey Novak,Wyoming,Big 12,5,3.6500,3.8450,Rune Lawrence,West Virginia,Big 12,21,2.0183,2.1483
197,R16,Dec,Colton Hawks,Arizona State,Big 12,29,-0.2759,-0.2059,Bennett Berge,South Dakota State,Big 12,13,2.3205,2.4879
197,R16,Dec,Stephen Little,Little Rock,Pac-12,3,2.9562,2.9263,Zayne Lehman,Ohio,MAC,19,2.3932,2.3277
197,R16,MD,Camden McDanel,Nebraska,Big Ten,11,2.7093,2.9741,Justin Rademacher,Oregon State,Pac-12,6,3.0896,3.0596
197,R16,Dec,Cody Merrill,Oklahoma State,Big 12,7,3.0295,3.2395,Mac Stout,Pittsburgh,ACC,10,2.6457,2.7383
197,R16,MD,Remy Cotton,Rutgers,Big Ten,15,1.9821,2.3142,Rocky Elam,Iowa State,Big 12,2,4.0617,4.2389
197,R32,TF,Josh Barr,Penn State,Big Ten,1,5.5616,5.7621,Blake Schaffer,Kent State,MAC,32,1.0229,0.9813
197,R32,SV-1,Dillon Bechtold,Bucknell,EIWA,17,2.4789,2.3584,Branson John,Maryland,Big Ten,16,2.4806,2.5503
197,R32,Fall,Angelo Posada,Stanford,ACC,9,3.3162,3.4490,Brock Zurawski,Rider,MAC,24,2.7170,2.6811
197,R32,Dec,Evan Bates,Missouri,Big 12,25,1.7741,2.0085,DJ Parker,Oklahoma,Big 12,8,2.8115,3.0150
197,R32,Fall,Joey Novak,Wyoming,Big 12,5,3.6500,3.8450,Kael Wisler,Michigan State,Big Ten,28,1.5718,1.6555
197,R32,SV-1,Rune Lawrence,West Virginia,Big 12,21,2.0183,2.1483,Luke Geog,Ohio State,Big Ten,12,2.0843,2.3400
197,R32,Dec,Bennett Berge,South Dakota State,Big 12,13,2.3205,2.4879,Wyatt Ingham,Wisconsin,Big Ten,20,2.5112,2.7438
197,R32,Dec,Colton Hawks,Arizona State,Big 12,29,-0.2759,-0.2059,Sonny Sasso,Virginia Tech,ACC,4,2.8736,3.0550
197,R32,Dec,Stephen Little,Little Rock,Pac-12,3,2.9562,2.9263,Kade Rule,Chattanooga,SoCon,30,2.2204,2.0877
197,R32,Dec,Zayne Lehman,Ohio,MAC,19,2.3932,2.3277,Gabe Sollars,Indiana,Big Ten,14,2.0608,2.2929
197,R32,Dec,Camden McDanel,Nebraska,Big Ten,11,2.7093,2.9741,Devin Wasley,North Dakota State,Big 12,22,1.5813,1.7488
197,R32,Dec,Justin Rademacher,Oregon State,Pac-12,6,3.0896,3.0596,Gabe Arnold,Iowa,Big Ten,27,2.3539,2.5066
197,R32,TF,Cody Merrill,Oklahoma State,Big 12,7,3.0295,3.2395,Ben Vanadia,Purdue,Big Ten,26,0.9725,1.0308
197,R32,Dec,Mac Stout,Pittsburgh,ACC,10,2.6457,2.7383,Mikey Squires,Binghamton,EIWA,23,2.2686,2.1605
197,R32,Dec,Remy Cotton,Rutgers,Big Ten,15,1.9821,2.3142,Andrew Reall,Brown,CAA,18,2.9406,2.8249
197,R32,Dec,Rocky Elam,Iowa State,Big 12,2,4.0617,4.2389,Kael Bennie,Utah Valley,Big 12,31,0.4494,0.5348
197,PIG,Dec,Blake Schaffer,Kent State,MAC,32,1.0229,0.9813,Karson Tompkins,Air Force,Big 12,33,0.5231,0.5187
285,Final,Dec,Isaac Trumble,NC State,ACC,2,4.4740,4.5187,Yonger Bastida,Iowa State,Big 12,1,4.6804,4.9132
285,3rd,Dec,Taye Ghadiali,Michigan,Big Ten,3,4.3964,4.5436,Konner Doucet,Oklahoma State,Big 12,7,3.2100,3.4779
285,5th,Forfeit,Ben Kueter,Iowa,Big Ten,8,2.1387,2.3650,AJ Ferrari,Nebraska,Big Ten,4,3.9300,4.1700
285,7th,DQ,David Szuba,Arizona State,Big 12,10,2.5810,2.7240,Christian Carroll,Wyoming,Big 12,18,2.7009,2.8805
285,C_SF,Dec,Taye Ghadiali,Michigan,Big Ten,3,4.3964,4.5436,Ben Kueter,Iowa,Big Ten,8,2.1387,2.3650
285,C_SF,Forfeit,Konner Doucet,Oklahoma State,Big 12,7,3.2100,3.4779,AJ Ferrari,Nebraska,Big Ten,4,3.9300,4.1700
285,C_QF,Dec,Ben Kueter,Iowa,Big Ten,8,2.1387,2.3650,David Szuba,Arizona State,Big 12,10,2.5810,2.7240
285,C_QF,Dec,Konner Doucet,Oklahoma State,Big 12,7,3.2100,3.4779,Christian Carroll,Wyoming,Big 12,18,2.7009,2.8805
285,C_R4,Dec,David Szuba,Arizona State,Big 12,10,2.5810,2.7240,Juan Mora,Oklahoma,Big 12,21,1.9444,2.0826
285,C_R4,Dec,Ben Kueter,Iowa,Big Ten,8,2.1387,2.3650,Braxton Amos,Wisconsin,Big Ten,12,2.6242,2.8138
285,C_R4,Fall,Konner Doucet,Oklahoma State,Big 12,7,3.2100,3.4779,Dayton Pitzer,Pittsburgh,ACC,20,2.6000,2.6914
285,C_R4,SV-1,Christian Carroll,Wyoming,Big 12,18,2.7009,2.8805,Hunter Catka,Rutgers,Big Ten,27,1.7778,1.8419
285,SF,MD,Yonger Bastida,Iowa State,Big 12,1,4.6804,4.9132,AJ Ferrari,Nebraska,Big Ten,4,3.9300,4.1700
285,SF,Dec,Isaac Trumble,NC State,ACC,2,4.4740,4.5187,Taye Ghadiali,Michigan,Big Ten,3,4.3964,4.5436
285,C_R3,Dec,David Szuba,Arizona State,Big 12,10,2.5810,2.7240,Brady Colbert,Army West Point,EIWA,15,2.4929,2.5175
285,C_R3,MD,Braxton Amos,Wisconsin,Big Ten,12,2.6242,2.8138,Koy Hopke,Minnesota,Big Ten,14,2.1943,2.4423
285,C_R3,Inj.,Dayton Pitzer,Pittsburgh,ACC,20,2.6000,2.6914,Nick Feldman,Ohio State,Big Ten,5,3.4712,3.6332
285,C_R3,Dec,Christian Carroll,Wyoming,Big 12,18,2.7009,2.8805,Cole Mirasola,Penn State,Big Ten,9,2.6464,2.8236
285,C_R2,Dec,Brady Colbert,Army West Point,EIWA,15,2.4929,2.5175,Vincent Mueller,Columbia,CAA,17,2.8210,2.7803
285,C_R2,TF,David Szuba,Arizona State,Big 12,10,2.5810,2.7240,Connor Barket,Duke,ACC,24,1.8100,1.8620
285,C_R2,MD,Braxton Amos,Wisconsin,Big Ten,12,2.6242,2.8138,Devon Dawson,Northern Illinois,MAC,11,2.6842,2.6758
285,C_R2,Dec,Koy Hopke,Minnesota,Big Ten,14,2.1943,2.4423,Spencer Lanosga,Navy,EIWA,13,2.5165,2.6138
285,C_R2,TF,Dayton Pitzer,Pittsburgh,ACC,20,2.6000,2.6914,Jack Forbes,Utah Valley,Big 12,30,0.7032,0.8784
285,C_R2,Dec,Nick Feldman,Ohio State,Big Ten,5,3.4712,3.6332,Nathan Taylor,Lehigh,EIWA,6,3.5194,3.5822
285,C_R2,TF,Cole Mirasola,Penn State,Big Ten,9,2.6464,2.8236,Stephan Monchery,Appalachian State,SoCon,23,1.7631,1.6366
285,C_R2,MD,Christian Carroll,Wyoming,Big 12,18,2.7009,2.8805,Jimmy Mullen,Virginia Tech,ACC,16,3.3889,3.5407
285,QF,Dec,Yonger Bastida,Iowa State,Big 12,1,4.6804,4.9132,Ben Kueter,Iowa,Big Ten,8,2.1387,2.3650
285,QF,Dec,AJ Ferrari,Nebraska,Big Ten,4,3.9300,4.1700,Juan Mora,Oklahoma,Big 12,21,1.9444,2.0826
285,QF,MD,Taye Ghadiali,Michigan,Big Ten,3,4.3964,4.5436,Hunter Catka,Rutgers,Big Ten,27,1.7778,1.8419
285,QF,Dec,Isaac Trumble,NC State,ACC,2,4.4740,4.5187,Konner Doucet,Oklahoma State,Big 12,7,3.2100,3.4779
285,C_R1,Fall,Vincent Mueller,Columbia,CAA,17,2.8210,2.7803,Emmanuel Ulrich,American,EIWA,32,0.7635,0.7368
285,C_R1,MD,Connor Barket,Duke,ACC,24,1.8100,1.8620,Alex Semenenko,Brown,CAA,25,2.4790,2.4783
285,C_R1,MD,Braxton Amos,Wisconsin,Big Ten,12,2.6242,2.8138,Jarrett Stoner,Missouri,Big 12,28,0.4810,0.6930
285,C_R1,Dec,Spencer Lanosga,Navy,EIWA,13,2.5165,2.6138,Luke Rasmussen,South Dakota State,Big 12,29,0.8462,1.0014
285,C_R1,MD,Jack Forbes,Utah Valley,Big 12,30,0.7032,0.8784,Nate Schon,Drexel,EIWA,19,2.4935,2.4770
285,C_R1,MD,Nathan Taylor,Lehigh,EIWA,6,3.5194,3.5822,Trevor Tinker,Cal Poly,Pac-12,22,1.7492,1.7638
285,C_R1,Dec,Stephan Monchery,Appalachian State,SoCon,23,1.7631,1.6366,Luke Luffman,Illinois,Big Ten,26,1.0962,1.3114
285,C_R1,Fall,Christian Carroll,Wyoming,Big 12,18,2.7009,2.8805,Brenan Morgan,Virginia,ACC,31,0.4633,0.5548
285,C_PIG,Fall,Jack Forbes,Utah Valley,Big 12,30,0.7032,0.8784,Mason Rebuck,Bloomsburg,MAC,33,0.7394,0.5503
285,R16,TF,Yonger Bastida,Iowa State,Big 12,1,4.6804,4.9132,Jimmy Mullen,Virginia Tech,ACC,16,3.3889,3.5407
285,R16,Dec,Ben Kueter,Iowa,Big Ten,8,2.1387,2.3650,Cole Mirasola,Penn State,Big Ten,9,2.6464,2.8236
285,R16,Dec,Juan Mora,Oklahoma,Big 12,21,1.9444,2.0826,Nick Feldman,Ohio State,Big Ten,5,3.4712,3.6332
285,R16,MD,AJ Ferrari,Nebraska,Big Ten,4,3.9300,4.1700,Dayton Pitzer,Pittsburgh,ACC,20,2.6000,2.6914
285,R16,TF,Taye Ghadiali,Michigan,Big Ten,3,4.3964,4.5436,Koy Hopke,Minnesota,Big Ten,14,2.1943,2.4423
285,R16,TB-1,Hunter Catka,Rutgers,Big Ten,27,1.7778,1.8419,Devon Dawson,Northern Illinois,MAC,11,2.6842,2.6758
285,R16,Dec,Konner Doucet,Oklahoma State,Big 12,7,3.2100,3.4779,David Szuba,Arizona State,Big 12,10,2.5810,2.7240
285,R16,MD,Isaac Trumble,NC State,ACC,2,4.4740,4.5187,Brady Colbert,Army West Point,EIWA,15,2.4929,2.5175
285,R32,TF,Yonger Bastida,Iowa State,Big 12,1,4.6804,4.9132,Emmanuel Ulrich,American,EIWA,32,0.7635,0.7368
285,R32,Dec,Jimmy Mullen,Virginia Tech,ACC,16,3.3889,3.5407,Vincent Mueller,Columbia,CAA,17,2.8210,2.7803
285,R32,Dec,Cole Mirasola,Penn State,Big Ten,9,2.6464,2.8236,Connor Barket,Duke,ACC,24,1.8100,1.8620
285,R32,Dec,Ben Kueter,Iowa,Big Ten,8,2.1387,2.3650,Alex Semenenko,Brown,CAA,25,2.4790,2.4783
285,R32,Dec,Nick Feldman,Ohio State,Big Ten,5,3.4712,3.6332,Jarrett Stoner,Missouri,Big 12,28,0.4810,0.6930
285,R32,Dec,Juan Mora,Oklahoma,Big 12,21,1.9444,2.0826,Braxton Amos,Wisconsin,Big Ten,12,2.6242,2.8138
285,R32,TB-1,Dayton Pitzer,Pittsburgh,ACC,20,2.6000,2.6914,Spencer Lanosga,Navy,EIWA,13,2.5165,2.6138
285,R32,TF,AJ Ferrari,Nebraska,Big Ten,4,3.9300,4.1700,Luke Rasmussen,South Dakota State,Big 12,29,0.8462,1.0014
285,R32,TF,Taye Ghadiali,Michigan,Big Ten,3,4.3964,4.5436,Jack Forbes,Utah Valley,Big 12,30,0.7032,0.8784
285,R32,Dec,Koy Hopke,Minnesota,Big Ten,14,2.1943,2.4423,Nate Schon,Drexel,EIWA,19,2.4935,2.4770
285,R32,Dec,Devon Dawson,Northern Illinois,MAC,11,2.6842,2.6758,Trevor Tinker,Cal Poly,Pac-12,22,1.7492,1.7638
285,R32,SV-1,Hunter Catka,Rutgers,Big Ten,27,1.7778,1.8419,Nathan Taylor,Lehigh,EIWA,6,3.5194,3.5822
285,R32,Dec,Konner Doucet,Oklahoma State,Big 12,7,3.2100,3.4779,Luke Luffman,Illinois,Big Ten,26,1.0962,1.3114
285,R32,MD,David Szuba,Arizona State,Big 12,10,2.5810,2.7240,Stephan Monchery,Appalachian State,SoCon,23,1.7631,1.6366
285,R32,Dec,Brady Colbert,Army West Point,EIWA,15,2.4929,2.5175,Christian Carroll,Wyoming,Big 12,18,2.7009,2.8805
285,R32,Fall,Isaac Trumble,NC State,ACC,2,4.4740,4.5187,Brenan Morgan,Virginia,ACC,31,0.4633,0.5548
285,PIG,Dec,Emmanuel Ulrich,American,EIWA,32,0.7635,0.7368,Mason Rebuck,Bloomsburg,MAC,33,0.7394,0.5503
