Seed	Name	Team	Grade	Record	Scoring
15.	Braunagel, Dan	Illinois		23-9	Yes
10.	Bullard, Thomas	NC State		23-6	Yes
33.	Casto, Dazjon	The Citadel	10	22-11	Yes
21.	Cook, Tanner	South Dakota State		22-4	Yes
31.	Coy, Cam	Virginia		4-6	Yes
23.	Cuomo, Grant	Princeton		19-7	Yes
14.	Fogarty, Andrew	North Dakota State		21-4	Yes
3.	Griffith, Shane	Stanford		28-0	Yes
16.	Hartman, Zach	Bucknell		27-8	Yes
25.	Hughes, Drew	Michigan State		18-11	Yes
22.	Jarrell, Ebed	Drexel		18-7	Yes
2.	Joseph, Vincenzo	Penn State		15-1	Yes
18.	Keller, Troy	Buffalo		21-4	Yes
1.	Marinelli, Alex	Iowa		20-1	Yes
20.	McCormick, Cael	Army West Point		21-7	Yes
7.	McFadden, David	Virginia Tech		21-5	Yes
32.	Meisinger, Tyler	Michigan		9-11	Yes
29.	Mocco, Peyton	Missouri		27-12	Yes
17.	Monday, Kennedy	North Carolina		20-8	Yes
24.	Olejnik, Izzak	Northern Illinois		19-10	Yes
19.	Oster, Shayne	Northwestern		20-10	Yes
27.	O`Reilly, Bailee	Minnesota		22-11	Yes
13.	Perez, Quentin	Campbell		26-6	Yes
6.	Shields, Joshua	Arizona State		22-5	Yes
9.	Skidgel, Tanner	Navy		20-4	Yes
12.	Smith, Ethan	Ohio State		19-13	Yes
26.	Stamm, Ricky	Hofstra		23-10	Yes
30.	Straw, Chase	Iowa State		14-15	Yes
28.	Truax, Bernie	Cal Poly		18-11	Yes
11.	Wentzel, Jake	Pittsburgh		18-7	Yes
5.	White, Isaiah	Nebraska		20-4	Yes
8.	Wick, Evan	Wisconsin		23-4	Yes
4.	Wittlake, Travis	Oklahoma State		27-2	Yes
