Seed	Name	Team	Grade	Record	Scoring
14.	Alirez, Andrew	Northern Colorado		24-4	Yes
20.	Andonian, Bryce	Virginia Tech		18-6	Yes
15.	Clarke, Kizhan	American		37-7	Yes
8.	Degen, Jarrett	Iowa State		16-4	Yes
17.	DiBlasi, Colston	George Mason		32-10	Yes
32.	Gaxiola, Greg	Fresno State		20-10	Yes
21.	Hagan, Alec	Ohio		31-11	Yes
28.	Hoffman, Jimmy	Lehigh		19-7	Yes
31.	Hrisopoulos, Alex	Michigan State		16-15	Yes
6.	Kolodzik, Matthew	Princeton		14-0	Yes
7.	Lee, Brayton	Minnesota		25-6	Yes
5.	Lewallen, Boo	Oklahoma State		21-2	Yes
1.	Lugo, Pat	Iowa		21-1	Yes
26.	Martin, Cole	Wisconsin		16-11	Yes
4.	Mauller, Brock	Missouri		29-1	Yes
18.	Millner, Jonathan	Appalachian State		31-4	Yes
2.	O`Connor, Austin	North Carolina		25-1	Yes
16.	Parriott, Griffin	Purdue		16-11	Yes
12.	Pohlmeyer, Henry	South Dakota State		22-5	Yes
33.	Porter, Selwyn	The Citadel		22-19	Yes
29.	Prince, Jared	Navy		8-2	Yes
9.	Purinton, Collin	Nebraska		18-9	Yes
25.	Richard, Hunter	Cornell		25-10	Yes
24.	Rohlfing, Russell	CSU Bakersfield		22-7	Yes
23.	Rooks, Graham	Indiana		16-10	Yes
3.	Sasso, Sammy	Ohio State		24-3	Yes
22.	Smith, Tanner	Chattanooga		25-9	Yes
10.	Storr, Kanen	Michigan		17-5	Yes
27.	Thomas, Yahya	Northwestern		16-8	Yes
13.	Thomsen, Max	Northern Iowa		20-8	Yes
19.	Verkleeren, Jarod	Penn State		17-8	Yes
30.	Williams, Tyshawn	SIU Edwardsville		13-9	Yes
11.	Zacherl, Brock	Clarion		22-4	Yes
