Seed	Name	Team	Grade	Record	Scoring
10.	Alvarez, Sammy	Rutgers		26-10	Yes
5.	Bravo-Young, Roman	Penn State		19-2	Yes
8.	Bridges, Montorie	Wyoming		32-6	Yes
32.	Cobb, Casey	Navy		17-13	Yes
6.	DeSanto, Austin	Iowa		17-4	Yes
18.	Farro, Nick	Lehigh		15-8	Yes
30.	Fehlman, DJ	Lock Haven		23-9	Yes
28.	Gerardi, Collin	Virginia Tech		14-11	Yes
9.	Gosner, Noah	Campbell		30-5	Yes
2.	Gross, Seth	Wisconsin		27-2	Yes
19.	Hart, Allan	Missouri		20-9	Yes
20.	Hayes, Louie	Virginia		21-11	Yes
23.	Hernandez, Jaime	North Carolina		16-10	Yes
17.	LaMont, Taylor	Utah Valley		17-7	Yes
14.	Lovett, Ridge	Nebraska		17-8	Yes
16.	Madrigal, Anthony	Oklahoma		21-9	Yes
31.	Marten, Andrew	Central Michigan		21-13	Yes
4.	Phillipi, Mickey	Pittsburgh		25-1	Yes
7.	Piotrowski, Travis	Illinois		26-4	Yes
1.	Rivera, Sebastian	Northwestern		13-2	Yes
13.	Rooney, Tim	Kent State		26-9	Yes
29.	Russell, Codi	Appalachian State		26-10	Yes
33.	Saenz, Lawrence	Fresno State		14-12	Yes
15.	Schwartz, Mosha	Northern Colorado		23-10	Yes
25.	Skudlarczyk, Jack	Northern Iowa		15-13	Yes
24.	Small, Todd	Iowa State		18-12	Yes
21.	Spann, Derek	Buffalo		23-5	Yes
11.	Sykora, Cameron	North Dakota State		17-4	Yes
26.	Trampe, Zack	Binghamton		12-3	Yes
27.	Trombley, Jarrett	NC State		20-9	Yes
3.	Tucker, Charles	Cornell		31-0	Yes
12.	Turner, Devan	Oregon State		26-9	Yes
22.	Witcraft, Reece	Oklahoma State		18-10	Yes
