Seed	Name	Team	Grade	Record	Scoring
20.	Ashnault, William	Rutgers	12	24-14	Yes
9.	Dardanes, Nick	Minnesota	9	19-8	Yes
28.	Durso, Richard	Frank. & Marsh.	9	31-13	Yes
14.	Dutton, Stephen	Lehigh	10	19-5	Yes
41.	Fanta, Kevin	Northern Ill.	10	15-5	Yes
25.	Goettl, Luke	Iowa St.	9	11-11	Yes
27.	Henderson, Evan	North Carolina	9	27-11	Yes
34.	Hoffer, Nathan	Arizona St.	9	20-9	Yes
48.	Hough, Tanner	Duke	9	22-12	Yes
32.	Hucke, Nicholas	Missouri	10	14-12	Yes
38.	Kemmerer, Zack	Pennsylvania	12	24-5	Yes
26.	Kessler, Mike	Appalachian S.	11	32-11	Yes
29.	Kindig, Joshua	Oklahoma St.	10	15-8	Yes
21.	Krop, Adam	Princeton	10	30-10	Yes
22.	LaValle, Justin	Old Dominion	10	25-14	Yes
8.	Little, Darius	North Carolina St.	12	33-10	Yes
4.	Mangrum, Michael	Oregon St.	10	33-3	Yes
2.	Maple, Kendric	Oklahoma	10	28-1	Yes
11.	Mariacher, Matt	American	9	23-7	Yes
3.	Marion, Montell	Iowa	12	27-3	Yes
18.	Mattingly, Scott	Central Michigan	10	15-22	Yes
35.	Morales, Mike	West Virginia	9	18-2	Yes
42.	Neibert, Zach	Virginia Tech	10	20-10	Yes
7.	Nelson, Nick	Virginia	12	25-2	Yes
15.	Nevinger, Michael	Cornell	10	28-10	Yes
6.	Novachkov, Borislav	Cal Poly	12	27-3	Yes
19.	Port, Mitchell	Edinboro	9	27-8	Yes
1.	Russell, Kellen	Michigan	12	28-1	Yes
12.	Small, Tyler	Kent St.	9	30-9	Yes
5.	Stieber, Hunter	Ohio St.	9	25-4	Yes
10.	Sueflohn, Jake	Nebraska	9	24-9	Yes
16.	Vaith, Luke	Hofstra	10	23-8	Yes
13.	Wolfensperger, Levi	Northern Iowa	9	13-6	Yes
