Seed	Name	Team	Grade	Record	Scoring
4.	Abdurakhmonov, Bekzod	Clarion	12	31-4	Yes
7.	Asper, Josh	Maryland	11	24-1	Yes
38.	Bailey, Dallas	Oklahoma St.	10	14-14	Yes
37.	Blevins, Kyle	Appalachian S.	12	34-6	Yes
30.	Booth, Joe	Drexel	11	24-5	Yes
22.	Brundage, James	Rider	10	21-17	Yes
36.	Burak, Gabriel	Northern Colo.	12	22-4	Yes
17.	Cheza, David	Michigan St.	12	15-10	Yes
5.	Evans, Michael	Iowa	9	25-6	Yes
12.	Gillespie, Paul	Hofstra	12	28-5	Yes
45.	Gracey, Coleman	Army	9	24-12	Yes
41.	Graham, Patrick	Oklahoma	11	17-12	Yes
19.	Harger, Pierce	Northwestern	9	21-12	Yes
11.	Hatchett, Brandon	Lehigh	12	18-3	Yes
31.	Jordan, Benjamin	Wisconsin	11	23-10	Yes
23.	Kastl, Dominic	Cal Poly	9	12-3	Yes
8.	Kokesh, Robert	Nebraska	9	28-5	Yes
33.	Lear, Corey	Bucknell	11	16-9	Yes
58.	Lewandowski, Mark	Buffalo	11	28-6	Yes
2.	Onufer, Shane	Wyoming	12	31-1	Yes
13.	Ottinger, Mike	Central Michigan	9	23-8	Yes
14.	Peppelman, Marshall	Cornell	10	26-15	Yes
9.	Polz, Conrad	Illinois	10	20-5	Yes
3.	Sorenson, Andrew	Iowa St.	12	26-2	Yes
26.	Sulzer, Nicholas	Virginia	9	25-7	Yes
1.	Taylor, David	Penn State	10	27-0	Yes
25.	Toal, Zach	Missouri	10	20-8	Yes
50.	Warner, Tristan	Old Dominion	10	27-14	Yes
21.	Winston, Scott	Rutgers	11	19-6	Yes
16.	Wright, Brandon	Chattanooga	12	21-9	Yes
6.	Yates, Peter	Virginia Tech	10	22-5	Yes
47.	Yates, Daniel	Michigan	10	23-8	Yes
10.	Yohn, Cody	Minnesota	11	19-9	Yes
