Seed	Name	Team	Grade	Record	Scoring
5.	Bedelyon, Nicholas	Kent St.	11	29-4	Yes
12.	Bonanno, Steve	Hofstra	11	28-6	Yes
4.	Delgado, Jesse	Illinois	9	30-6	Yes
22.	DiJulius, Johnni	Ohio St.	9	19-13	Yes
20.	Eppert, Camden	Purdue	10	12-15	Yes
28.	Finch, Cory	Iowa St.	9	14-8	Yes
46.	Fought, Coltin	North Carolina St.	9	28-11	Yes
24.	Frey, Garrett	Princeton	11	26-9	Yes
58.	Gentry, Shane	Maryland	10	14-6	Yes
32.	Germaine, Jared	Eastern Mich.	10	23-9	Yes
18.	Gravely, Antonio	Appalachian S.	10	19-11	Yes
21.	Iwamura, Tyler	CSU Bakersfield	11	23-9	Yes
8.	Mango, Ryan	Stanford	10	25-5	Yes
42.	Martinez, Michael	Wyoming	12	24-10	Yes
1.	McDonough, Matt	Iowa	11	31-1	Yes
10.	Megaludis, Nicholas	Penn State	9	24-7	Yes
9.	Mele, Levi	Northwestern	11	30-6	Yes
34.	Miller, Austin	Bucknell	9	22-12	Yes
15.	Morrison, Jonathon	Oklahoma St.	10	19-8	Yes
7.	Patterson, Jarrod	Oklahoma	11	26-6	Yes
6.	Perrelli, Frank	Cornell	12	30-5	Yes
36.	Robinson, Jerome	Old Dominion	9	17-9	Yes
49.	Rodriguez, Vince	George Mason	9	18-9	Yes
35.	Rollins, Pat	Oregon St.	9	24-15	Yes
52.	Roth, Joe	Central Michigan	10	34-7	Yes
2.	Sanders, Zachary	Minnesota	12	25-3	Yes
11.	Snyder, Matthew	Virginia	11	22-3	Yes
39.	Soria, Max	Buffalo	9	21-17	Yes
27.	Spjut, Erik	Virginia Tech	10	28-13	Yes
48.	Sprenkle, Trent	North Dakota St.	11	30-10	Yes
3.	Waters, Alan	Missouri	9	25-2	Yes
25.	Young, Shane	West Virginia	11	23-6	Yes
51.	Zanetta, Anthony	Pittsburgh	11	27-4	Yes
