Seed	Name	Team	Grade	Record	Scoring
3.	Amuchastegui, Nick	Stanford	11	20-0	Yes
7.	Blanton, Jordan	Illinois	11	25-7	Yes
20.	Bryson, Lance	West Virginia	10	24-14	Yes
36.	Clemons, Levi	Chattanooga	10	21-14	Yes
37.	Creasy, Seth	Lock Haven	12	17-13	Yes
49.	Czarnecki, Kyle	Boston U.	11	23-11	Yes
6.	DesRoches, Ryan	Cal Poly	11	24-3	Yes
50.	Dessino, Mike	Bloomsburg	11	29-9	Yes
21.	Detmer, Kyle	Oklahoma	10	10-9	Yes
10.	Edwards, Te	Old Dominion	12	21-3	Yes
60.	Foxen, Dave	Brown	11	17-12	Yes
46.	Godley, Quinton	North Carolina St.	12	31-13	Yes
40.	Headlee, Ethan	Pittsburgh	12	15-7	Yes
9.	Heflin, Nick	Ohio St.	10	23-8	Yes
48.	Henderson, Dorian	Missouri	11	19-11	Yes
35.	Huntley, Peter	Navy	11	21-10	Yes
18.	Jacobs, Curran	Michigan St.	12	24-12	Yes
38.	Joseph, Phillip	Eastern Mich.	10	20-8	Yes
51.	Koehn, Tyler	Nebraska	10	18-12	Yes
42.	Leblanc, Ryan	Indiana	9	29-14	Yes
5.	Lofthouse, Ethen	Iowa	10	24-7	Yes
39.	Luvsandorj, Turtogtokh	Citadel	11	30-9	Yes
13.	Martinez, Patrick	Wyoming	10	34-10	Yes
31.	Moon, Chris	Virginia Tech	10	19-13	Yes
8.	Munster, Leroy	Northwestern	9	23-10	Yes
2.	Perry, Chris	Oklahoma St.	10	26-0	Yes
24.	Purdue, Nick	Ohio	12	19-8	Yes
32.	Resnick, Jim	Rider	11	18-4	Yes
1.	Ruth, Edward	Penn State	10	26-0	Yes
12.	Sheptock, Jimmy	Maryland	10	24-4	Yes
4.	Storley, Logan	Minnesota	9	23-6	Yes
22.	Zannetti, Greg	Rutgers	11	30-4	Yes
11.	Zeerip, Justin	Michigan	12	21-6	Yes
