Seed	Name	Team	Grade	Record	Scoring
41.	Andrus, Steve	Michigan St.	11	23-14	Yes
30.	Apland, Benjamin	Michigan	11	21-9	Yes
23.	Barlow, Brendan	Kent St.	11	27-11	Yes
37.	Beale, Blayne	Northern Iowa	11	28-11	Yes
44.	Capone, Peter	Ohio St.	10	14-15	Yes
36.	Chalfant, Adam	Indiana	10	24-11	Yes
9.	Cooper, Levi	Arizona St.	11	25-10	Yes
25.	Delaney, Andrew	Citadel	11	27-2	Yes
1.	Flores, Ryan	American	11	17-0	Yes
47.	Frey, Kyle	Drexel	12	26-6	Yes
12.	Gibson, Matthew	Iowa St.	11	25-8	Yes
31.	Gwiazdowski, Nick	Binghamton	9	25-6	Yes
19.	Innis, Kevin	Boston U.	10	21-5	Yes
3.	Jack, Clayton	Oregon St.	11	35-1	Yes
64.	James, Ernest	Edinboro	10	30-10	Yes
22.	Jochym, Maciej	Cornell	12	19-15	Yes
7.	Johnson, Jeremy	Ohio	10	30-5	Yes
11.	Lane, Tucker	Nebraska	12	24-7	Yes
17.	Lester, Kevin	Columbia	11	31-10	Yes
20.	Marsden, Austin	Oklahoma St.	9	26-4	Yes
27.	McCorkle, Quintas	Clarion	12	23-12	Yes
10.	McMullan, Michael	Northwestern	9	23-10	Yes
32.	Mellon, Devon	Missouri	9	18-12	Yes
8.	Myers, Spencer	Maryland	10	22-5	Yes
2.	Nelson, Anthony	Minnesota	10	27-2	Yes
4.	Rey, Zachery	Lehigh	12	22-2	Yes
49.	Schroeder, Wesley	Eastern Mich.	12	17-16	Yes
50.	Sturgeon, Peter	Central Michigan	12	30-11	Yes
51.	Tasser, Patrick	Pittsburgh	10	13-8	Yes
5.	Telford, Bobby	Iowa	9	25-7	Yes
26.	Tobin, Cole	Wisconsin	9	8-16	Yes
6.	Wade, Cameron	Penn State	12	25-4	Yes
13.	Williamson, Brandon	West Virginia	12	26-6	Yes
