Seed	Name	Team	Grade	Record	Scoring
29.	Atwood, Braden	Purdue	9	21-13	Yes
14.	Avery, Victor	Edinboro	9	23-13	Yes
19.	Beard, Boaz	Iowa St.	10	10-5	Yes
3.	Bennett, Ben	Central Michigan	11	30-3	Yes
39.	Bernstein, Ophir	Brown	9	27-13	Yes
4.	Bosak, Steve	Cornell	11	28-4	Yes
11.	Clymer, Ben	Hofstra	12	29-6	Yes
28.	Cressley, Steven	Clarion	11	17-14	Yes
15.	Dallago, Tony	Illinois	9	22-11	Yes
20.	Dieckhaus, Brad	Northern Ill.	12	14-1	Yes
12.	Fausey, Jonathan	Virginia	10	21-3	Yes
38.	Ferguson, Thomas	North Carolina	12	21-12	Yes
25.	Gambrall, Grant	Iowa	11	10-10	Yes
42.	Garringer, Ryan	Ohio	10	17-13	Yes
2.	Hamlin, Robert	Lehigh	11	29-1	Yes
44.	Hinton, Ian	Michigan St.	12	20-14	Yes
7.	Ihnen, Josh	Nebraska	9	23-5	Yes
33.	Larson, Mike	Missouri	10	20-4	Yes
1.	LeBlanc, Joe	Wyoming	12	30-1	Yes
8.	Loder, Ryan	Northern Iowa	10	32-4	Yes
34.	Newburg, Casey	Kent St.	10	29-11	Yes
16.	Radford, Kevin	Arizona St.	9	20-12	Yes
18.	Rebertus, Luke	Navy	12	29-11	Yes
55.	Ryan, Matt	West Virginia	12	19-4	Yes
52.	Schiedel, Nathan	Binghamton	11	28-8	Yes
30.	Schmditke, Erich	Oklahoma	11	18-12	Yes
48.	Smith, Erich	Pennsylvania	12	19-16	Yes
5.	Steinhaus, Kevin	Minnesota	10	27-4	Yes
41.	Stoll, MacKain	North Dakota St.	11	23-12	Yes
10.	Swartz, Jacob	Boise State	10	18-4	Yes
9.	Trotman, Austin	Appalachian S.	11	33-4	Yes
43.	Vinson, Ty	Oregon St.	10	20-15	Yes
6.	Wright, Quentin	Penn State	11	26-3	Yes
