Seed	Name	Team	Grade	Record	Scoring
12.	Alvan, Cesar	Columbia		27-8	Yes
6.	Araujo, LJ	Nebraska		18-8	Yes
14.	Barbosa, Andrew	Rutgers		18-8	Yes
8.	Bianchi, Matty	Little Rock		19-2	Yes
2.	Blaze, Joey	Purdue		22-1	Yes
7.	Brignola, Max	Lehigh		17-4	Yes
29.	Burgos, Ryan	Edinboro		20-7	Yes
3.	Caliendo, Mikey	Iowa		18-4	Yes
25.	Church, Mac	Virginia Tech		24-10	Yes
10.	Denny, Will	NC State		16-4	Yes
11.	Downey, Ryder	Northern Iowa		21-5	Yes
23.	Earnest, Chris	Kent State		18-6	Yes
15.	Euton, Connor	Iowa State		17-7	Yes
18.	Filipowicz, Gunner	Army West Point		19-6	Yes
16.	Gallagher, Paddy	Ohio State		15-8	Yes
28.	Goebel, Cody	Wisconsin		12-11	Yes
9.	Hepner, Bryce	North Carolina		15-4	Yes
31.	Keslar, Jared	Pittsburgh		15-13	Yes
26.	Lillard, Tyler	Indiana		12-9	Yes
5.	Lockett, LaDarion	Oklahoma State		16-2	Yes
1.	Mesenbrink, Mitchell	Penn State		22-0	Yes
19.	Mulvaney, Noah	Bucknell		25-7	Yes
22.	Olguin, Matthew	Oregon State		17-5	Yes
27.	Parco, EJ	Stanford		12-7	Yes
4.	Ruiz, Nicco	Arizona State		23-5	Yes
17.	Scoles, Braeden	Illinois		16-9	Yes
24.	Seefeldt, Sean	Penn		20-7	Yes
30.	Snipes, Thomas	The Citadel		22-7	Yes
13.	Sparks, Andrew	Minnesota		19-6	Yes
33.	Vigil, Ryan	VMI		14-9	Yes
32.	Walsh, Cody	Drexel		27-13	Yes
20.	Whalen, Ty	Princeton		20-7	Yes
21.	Woodcock, Brock	SIU Edwardsville		28-9	Yes
