Seed	Name	Team	Grade	Record	Scoring
12.	Amos, Braxton	Wisconsin		20-7	Yes
24.	Barket, Connor	Duke		23-7	Yes
1.	Bastida, Yonger	Iowa State		25-0	Yes
18.	Carroll, Christian	Wyoming		19-6	Yes
27.	Catka, Hunter	Rutgers		20-9	Yes
15.	Colbert, Brady	Army West Point		18-6	Yes
11.	Dawson, Devon	Northern Illinois		31-4	Yes
7.	Doucet, Konner	Oklahoma State		17-3	Yes
5.	Feldman, Nick	Ohio State		23-5	Yes
4.	Ferrari, AJ	Nebraska		15-3	Yes
30.	Forbes, Jack	Utah Valley		19-12	Yes
3.	Ghadiali, Taye	Michigan		23-2	Yes
14.	Hopke, Koy	Minnesota		20-9	Yes
8.	Kueter, Ben	Iowa		9-7	Yes
13.	Lanosga, Spencer	Navy		20-8	Yes
26.	Luffman, Luke	Illinois		14-7	Yes
9.	Mirasola, Cole	Penn State		17-6	Yes
23.	Monchery, Stephan	Appalachian State		23-7	Yes
21.	Mora, Juan	Oklahoma		19-7	Yes
31.	Morgan, Brenan	Virginia		13-10	Yes
17.	Mueller, Vincent	Columbia		25-6	Yes
16.	Mullen, Jimmy	Virginia Tech		22-7	Yes
20.	Pitzer, Dayton	Pittsburgh		16-6	Yes
29.	Rasmussen, Luke	South Dakota State		11-11	Yes
33.	Rebuck, Mason	Bloomsburg		22-8	Yes
19.	Schon, Nate	Drexel		18-5	Yes
25.	Semenenko, Alex	Brown		25-7	Yes
28.	Stoner, Jarrett	Missouri		23-14	Yes
10.	Szuba, David	Arizona State		22-9	Yes
6.	Taylor, Nathan	Lehigh		16-3	Yes
22.	Tinker, Trevor	Cal Poly		11-4	Yes
2.	Trumble, Isaac	NC State		16-0	Yes
32.	Ulrich, Emmanuel	American		21-14	Yes
